Group,Br_MCR,NB_MCR,Exposure,Vulnerability,Hazard,Norm_Exposure,Norm_Vulnerability,Norm_Hazard,Risk,Norm_Risk
3_5,3,5,0.12127169,9.782608696,0.856442917,36.76627476,37.42140468,44.53948395,61279.45508,0.128640923
3_9,3,9,0.05638711,8.75,1.018894533,14.745543,29.55769231,61.49496292,26802.22432,0.056130659
3_10,3,10,0.069584443,8.1,1.006840509,19.22449517,24.60769231,60.23685443,28496.27655,0.05969348
3_11,3,11,0.070356679,7.75,1.109343742,19.48657898,21.94230769,70.93537165,30330.58252,0.063551272
3_13,3,13,0.085366206,9.166666667,1.1351766,24.58055943,32.73076923,73.63161125,59239.62204,0.124350879
3_14,3,14,0.127987312,9.84,1.287666669,39.04544355,37.85846154,89.54737864,132368.973,0.27815176
3_15,3,15,0.10035787,9.115384615,1.023936151,29.66847712,32.34023669,62.02116913,59508.41696,0.124916191
3_16,3,16,0.074802527,8.111111111,1.146114456,20.99542481,24.69230769,74.77322242,38764.34443,0.08128861
3_18,3,18,0.06518544,8.157894737,1.14567677,17.73154768,25.048583,74.72754001,33190.24764,0.069565533
3_20,3,20,0.098022264,8.619047619,1.170133128,28.87581172,28.56043956,77.28011087,63733.36149,0.133801819
3_22,3,22,0.043578814,8.3125,1.108678018,10.3986236,26.22596154,70.86588836,19326.11297,0.04040739
3_24,3,24,0.10692117,9.076923077,1.270401213,31.89595033,32.04733728,87.74534016,89691.55619,0.188395401
3_28,3,28,0.084344827,9.210526316,1.299437943,24.23392041,33.06477733,90.77597582,72737.80741,0.152739382
3_31,3,31,0.074085079,9.111111111,1.100214082,20.75193509,32.30769231,69.98248628,46919.55733,0.098440122
3_33,3,33,0.061959812,8.947368421,1.033894219,16.63682423,31.06072874,63.06051739,32586.64121,0.068296068
3_122,3,122,0.110987933,9.5,1.026026516,33.27614118,35.26923077,62.23934562,73045.58369,0.153386677
3_134,3,134,0.099944858,9,0.971189351,29.52830801,31.46153846,56.51585444,52503.56776,0.110184049
3_143,3,143,0.076129306,9.5,1.038191988,21.44571125,35.26923077,63.50908622,48036.605,0.100789424
3_162,3,162,0.067287609,9,0.993270135,18.4449886,31.46153846,58.82048077,34133.97898,0.071550328
3_171,3,171,0.070481252,9,1.001911227,19.52885697,31.46153846,59.72237302,36693.89687,0.07693418
3_173,3,173,0.133486473,11,0.993852969,40.91176616,46.69230769,58.8813126,112478.8973,0.23632025
3_201,3,201,0.123674887,12,1.004752144,37.58187926,54.30769231,60.01888663,122497.6555,0.257391049
3_202,3,202,0.134231854,11,0.925447655,41.16473602,46.69230769,51.74167993,99451.46811,0.208921811
3_203,3,203,0.135663239,11,0.807918025,41.65052364,46.69230769,39.47482039,76769.01481,0.161217554
3_204,3,204,0.134980675,11,0.857831396,41.41887309,46.69230769,44.68440302,86417.07799,0.181508732
3_211,3,211,0.134364057,11,0.790490253,41.20960323,46.69230769,37.65584048,72456.29408,0.152147321
3_212,3,212,0.121113479,13,1.097768813,36.71258055,61.92307692,69.72726748,158514.8983,0.333140165
3_213,3,213,0.087504893,13,1.017473151,25.30639345,61.92307692,61.34660974,96133.18937,0.201943023
3_214,3,214,0.087812378,13,1.037774608,25.41074889,61.92307692,63.46552328,99863.7471,0.209788889
3_221,3,221,0.087776644,13,0.968470111,25.39862133,61.92307692,56.23204058,88439.54814,0.185762259
3_222,3,222,0.088694276,13,1.045853392,25.71005026,61.92307692,64.30872597,102382.4126,0.215085982
3_231,3,231,0.087857117,13,1.048187758,25.42593235,61.92307692,64.55236957,101634.6051,0.213513242
3_232,3,232,0.087993291,13,0.656930916,25.47214758,61.92307692,23.71592063,37407.44781,0.078434874
4_5,4,5,0.145832045,9.814814815,0.659621674,45.1016449,37.66666667,23.99676171,40766.38569,0.085499173
4_9,4,9,0.074260842,9.24,0.822073291,20.811586,33.28923077,40.95224068,28371.78151,0.05943165
4_10,4,10,0.060304652,8.928571429,0.810019267,16.07509053,30.91758242,39.69413219,19728.10026,0.041252823
4_11,4,11,0.07251574,8,0.9125225,20.21932782,23.84615385,50.39264942,24296.97727,0.050861787
4_13,4,13,0.037161605,9.2,0.938355358,8.22073096,32.98461538,53.08888901,14395.45833,0.030037558
4_14,4,14,0.074606529,9.75,1.090845426,20.9289063,37.17307692,69.0046564,53685.05987,0.112668886
4_15,4,15,0.126642454,9.107142857,0.827114909,38.58902162,32.27747253,41.47844689,51663.73193,0.108417761
4_16,4,16,0.070528013,8.416666667,0.949293213,19.54472685,27.01923077,54.23050018,28638.23153,0.05999203
4_18,4,18,0.072259867,8.368421053,0.948855527,20.13248913,26.65182186,54.18481778,29073.81296,0.060908116
4_20,4,20,0.074175309,8.708333333,0.973311885,20.7825578,29.24038462,56.73738863,34478.74275,0.072275412
4_22,4,22,0.044512898,8.4,0.911856776,10.71563567,26.89230769,50.32316612,14501.53477,0.030260651
4_24,4,24,0.048520065,9.033333333,1.073579971,12.07560072,31.71538462,67.20261792,25737.41461,0.053891221
4_28,4,28,0.06905079,9,1.102616701,19.04338233,31.46153846,70.23325358,42079.13758,0.088260067
4_31,4,31,0.068292132,8.833333333,0.903392839,18.7859065,30.19230769,49.43976404,28041.7333,0.058737514
4_33,4,33,0.071824439,8.608695652,0.837072977,19.98471207,28.48160535,42.51779515,24200.98794,0.050659909
4_122,4,122,0.08130588,9,0.829205273,23.2025533,31.46153846,41.69662338,30438.03567,0.063777261
4_134,4,134,0.086392365,8.8,0.774368108,24.92882024,29.93846154,35.97313221,26847.84668,0.056226609
4_136,4,136,0.062508868,7,0.927256915,16.82316449,16.23076923,51.93051691,14179.77827,0.029583954
4_141,4,141,0.062303685,7,0.615797205,16.7535286,16.23076923,19.42269296,5281.470266,0.010869613
4_143,4,143,0.080848342,9.5,0.841370746,23.04727245,35.26923077,42.96636398,34925.62018,0.073215256
4_145,4,145,0.06226049,7,0.877749245,16.73886916,16.23076923,46.76327841,12704.86832,0.02648202
4_151,4,151,0.077237967,8,0.804072513,21.82197216,23.84615385,39.07345478,20332.65778,0.042524289
4_152,4,152,0.084381162,10,0.729114088,24.24625205,39.07692308,31.24985765,29608.26907,0.06203215
4_156,4,156,0.062188796,7,0.860160697,16.71453728,16.23076923,44.92751789,12188.37723,0.025395769
4_157,4,157,0.064492696,7,0.832658322,17.49644214,16.23076923,42.05702665,11943.38449,0.024880517
4_162,4,162,0.069898077,8.4,0.796448892,19.3309373,26.89230769,38.27775853,19898.82727,0.041611885
4_171,4,171,0.065636548,8,0.805089985,17.88464625,23.84615385,39.17965079,16709.33848,0.03490396
4_173,4,173,0.06827373,8.333333333,0.797031726,18.77966115,26.38461538,38.33859036,18996.54672,0.039714267
4_201,4,201,0.068212739,9.5,0.807930902,18.75896198,35.26923077,39.47616439,26117.98931,0.054691621
4_202,4,202,0.073552398,9,0.728626412,20.57115219,31.46153846,31.19895769,20191.96841,0.0422284
4_203,4,203,0.147194417,9,0.611096782,45.56401106,31.46153846,18.93209815,27139.4256,0.056839839
4_204,4,204,0.086271152,9,0.661010154,24.88768278,31.46153846,24.14168078,18903.05167,0.039517635
4_205,4,205,0.06694628,7,0.780541233,18.32914704,16.23076923,36.6174366,10893.54662,0.022672566
4_211,4,211,0.200483086,11,0.59366901,63.64928638,46.69230769,17.11311824,50859.02483,0.106725353
4_212,4,212,0.081388227,10,0.90094757,23.23050025,39.07692308,49.18454524,44648.57292,0.093663936
4_213,4,213,0.064205445,13,0.820651909,17.39895395,61.92307692,40.80388751,43961.97634,0.092219931
4_214,4,214,0.063965218,13,0.840953366,17.31742498,61.92307692,42.92280104,46028.19011,0.096565457
4_221,4,221,0.136303972,13,0.771648868,41.86797764,61.92307692,35.68931834,92527.91259,0.19436064
4_222,4,222,0.110549281,13,0.849032149,33.1272701,61.92307692,43.76600373,89779.06328,0.18857944
4_231,4,231,0.107767137,13,0.851366515,32.18305734,61.92307692,44.00964733,87705.67907,0.184218833
4_232,4,232,0.151190161,13,0.460109674,46.92009901,61.92307692,3.173198397,9219.527712,0.019151879
5_5,5,5,0.25218372,10.03846154,0.501823904,81.19560939,39.36982249,7.527016256,24061.28716,0.050366099
5_9,5,9,0.088840529,9.35,0.664275521,25.7596859,34.12692308,24.48249523,21522.53264,0.045026756
5_10,5,10,0.057074292,9.3,0.652221496,14.97876092,33.74615385,23.22438674,11739.36014,0.024451426
5_11,5,11,0.046081204,7.571428571,0.75472473,11.24789246,20.58241758,33.92290396,7853.451455,0.016278836
5_13,5,13,0.041007384,8.533333333,0.780557588,9.52592339,27.90769231,36.61914356,9735.072573,0.020236139
5_14,5,14,0.029180728,9.166666667,0.933047656,5.512155806,32.73076923,52.53491095,9478.196263,0.019695893
5_15,5,15,0.093711442,9.333333333,0.669317139,27.41279152,34,25.00870144,23308.98284,0.048783902
5_16,5,16,0.055184727,9.142857143,0.791495443,14.33747456,32.54945055,37.76075473,17622.07269,0.036823563
5_18,5,18,0.037910123,8,0.791057757,8.474765425,23.84615385,37.71507232,7621.860092,0.015791768
5_20,5,20,0.051752109,8.631578947,0.815514115,13.17250179,28.65587045,40.26764318,15199.80733,0.031729213
5_22,5,22,0.026777167,7.846153846,0.754059005,4.696427802,22.67455621,33.85342067,3605.031003,0.007343835
5_24,5,24,0.025421633,8.8,0.915782201,4.236382601,29.93846154,50.73287247,6434.489663,0.013294568
5_28,5,28,0.038807507,8.357142857,0.94481893,8.779322219,26.56593407,53.76350813,12539.31113,0.026133831
5_31,5,31,0.042124547,8.75,0.745595069,9.90506959,29.55769231,32.97001859,9652.665287,0.020062825
5_33,5,33,0.071615991,9.136363636,0.679275206,19.91396848,32.5,26.04804969,16858.40132,0.035217459
5_122,5,122,0.076219497,9.666666667,0.671407503,21.47632064,36.53846154,25.22687793,19795.82666,0.041395261
5_134,5,134,0.08206627,9.2,0.616570338,23.46061677,32.98461538,19.50338675,15092.48951,0.031503509
5_135,5,135,0.096632152,12,0.650573858,28.4040314,54.30769231,23.05241866,35559.67894,0.074548767
5_136,5,136,0.096288092,12,0.769459144,28.28726308,54.30769231,35.46077145,54475.40376,0.114331086
5_141,5,141,0.093676612,10,0.457999435,27.4009708,39.07692308,2.952947507,3161.855633,0.006411778
5_142,5,142,0.074371551,10,0.690720381,20.84915886,39.07692308,27.24261107,22195.12671,0.046441312
5_143,5,143,0.098748703,10.16666667,0.683572975,29.12235289,40.34615385,26.49661853,31132.8625,0.065238575
5_145,5,145,0.101802935,10,0.719951475,30.15890777,39.07692308,30.29353295,35701.45325,0.074846937
5_151,5,151,0.073033088,9,0.646274743,20.39490727,31.46153846,22.60370933,14503.78671,0.030265388
5_152,5,152,0.08032706,10,0.571316318,22.87035803,39.07692308,14.7801122,13209.03389,0.027542348
5_155,5,155,0.113012795,12.5,0.489486505,33.96334527,58.11538462,6.239331284,12315.14762,0.025662385
5_156,5,156,0.098519062,10,0.702362927,29.04441676,39.07692308,28.45777244,32298.61666,0.067690313
5_157,5,157,0.082457585,9.4,0.674860552,23.59342238,34.50769231,25.5872812,20832.00167,0.043574476
5_162,5,162,0.035403414,9,0.638651122,7.62403062,31.46153846,21.80801308,5230.951418,0.010763365
5_171,5,171,0.040653154,9.75,0.647292214,9.40570371,37.17307692,22.70990533,7940.267399,0.016461422
5_173,5,173,0.067696283,9.5,0.639233956,18.58368557,35.26923077,21.86884491,14333.54721,0.029907351
5_181,5,181,0.096556805,12,0.516214196,28.3784598,54.30769231,9.028966805,13915.1607,0.029027428
5_183,5,183,0.095167138,12,0.565749828,27.90683027,54.30769231,14.19912379,21519.56088,0.045020506
5_184,5,184,0.112859521,15,0.641079411,33.91132654,77.15384615,22.06145957,57721.36612,0.121157782
5_201,5,201,0.060260431,7,0.650133132,16.06008271,16.23076923,23.00641894,5997.025623,0.012374522
5_202,5,202,0.058712769,7,0.570828642,15.53483249,16.23076923,14.72921224,3713.857174,0.007572711
5_203,5,203,0.060268094,7,0.453299012,16.06268365,16.23076923,2.462352698,641.9592618,0.001112096
5_204,5,204,0.057712799,7,0.503212384,15.19545947,16.23076923,7.671935327,1892.160067,0.003741437
5_205,5,205,0.060356956,7,0.622743463,16.09284161,16.23076923,20.14769114,5262.560778,0.010829844
5_212,5,212,0.060319197,7,0.7431498,16.08002698,16.23076923,32.71479979,8538.27509,0.017719113
6_5,6,5,0.133904205,9.413793103,0.675006713,41.05353715,34.6127321,25.60253645,36380.56636,0.076275204
6_9,6,9,0.062796374,8.911764706,0.83745833,16.92073913,30.78959276,42.55801542,22171.98838,0.046392649
6_10,6,10,0.058005397,8.833333333,0.825404305,15.29476237,30.19230769,41.29990694,19071.64331,0.039872206
6_11,6,11,0.096372704,7.533333333,0.927907539,28.31597922,20.29230769,51.99842416,29878.1158,0.062599674
6_13,6,13,0.07177377,8.484848485,0.953740397,19.96751578,27.53846154,54.69466375,30075.20992,0.063014189
6_14,6,14,0.056306512,8.743589744,1.106230465,14.71818942,29.50887574,70.61043114,30667.32634,0.06425949
6_15,6,15,0.066457791,8.738095238,0.842499948,18.16336217,29.46703297,43.08422163,23059.55398,0.048259319
6_16,6,16,0.080664025,8.8125,0.964678252,22.98471829,30.03365385,55.83627492,38544.62219,0.080826505
6_18,6,18,0.073118884,8.028571429,0.964240566,20.42402487,24.06373626,55.79059252,27419.86825,0.057429648
6_20,6,20,0.095628174,8.444444444,0.988696924,28.06329812,27.23076923,58.34316338,44584.98167,0.093530195
6_22,6,22,0.078532336,8.066666667,0.927241814,22.26125926,24.35384615,51.92894086,28153.13421,0.058971805
6_24,6,24,0.070556338,8.58,1.08896501,19.55434011,28.26307692,68.80839266,38028.04666,0.079740077
6_28,6,28,0.074717892,8.324324324,1.118001739,20.96670107,26.31600832,71.83902832,39637.89362,0.083125802
6_31,6,31,0.074002999,8.518518519,0.918777878,20.72407862,27.79487179,51.04553878,29403.40992,0.061601303
6_33,6,33,0.074501688,8.783783784,0.852458015,20.89332512,29.81496881,44.12356989,27486.06469,0.057568868
6_122,6,122,0.078894343,8.8,0.844590312,22.38411822,29.93846154,43.30239812,29018.93159,0.060792694
6_134,6,134,0.088514368,8.8,0.789753147,25.64899254,29.93846154,37.57890695,28856.51859,0.060451117
6_135,6,135,0.101079568,9,0.823756667,29.91340933,31.46153846,41.12793885,38706.40306,0.081166752
6_136,6,136,0.08126441,8,0.942641954,23.1884791,23.84615385,53.53629165,29603.21584,0.062021522
6_141,6,141,0.071362149,8.5,0.631182244,19.82781866,27.65384615,21.0284677,11530.23366,0.024011605
6_142,6,142,0.129848738,9,0.863903191,39.67718016,31.46153846,45.31813126,56570.85572,0.118738104
6_143,6,143,0.080053054,9,0.856755784,22.77736532,31.46153846,44.57213872,31940.88289,0.066937951
6_145,6,145,0.062318699,8.5,0.893134284,16.75862409,27.65384615,48.36905315,22416.17394,0.046906204
6_151,6,151,0.093975577,8.428571429,0.819457552,27.50243466,27.10989011,40.67922952,30329.94462,0.063549931
6_152,6,152,0.05914789,9,0.744499127,15.68250527,31.46153846,32.85563239,16210.82915,0.033855528
6_155,6,155,0.06526026,10,0.662669314,17.75694029,39.07692308,24.31485148,16871.74937,0.035245532
6_156,6,156,0.079972435,8.666666667,0.875545736,22.75000426,28.92307692,46.53329263,30618.91229,0.064157669
6_157,6,157,0.08167829,8.571428571,0.848043361,23.3289427,28.1978022,43.6628014,28722.47847,0.060169213
6_162,6,162,0.066636173,8.7,0.811833931,18.2239022,29.17692308,39.88353327,21206.76832,0.044362661
6_171,6,171,0.070282167,8.8,0.820475023,19.46129102,29.93846154,40.78542553,23763.26571,0.04973932
6_173,6,173,0.070247581,8.333333333,0.812416765,19.44955291,26.38461538,39.9443651,20498.20882,0.042872465
6_181,6,181,0.050088706,10,0.689397005,12.60797087,39.07692308,27.104487,13353.85784,0.027846932
6_192,6,192,0.050128876,10,0.605815317,12.62160395,39.07692308,18.38085847,9065.686557,0.01882833
6_201,6,201,0.064438407,9.6,0.823315941,17.47801749,36.03076923,41.08193913,25871.20389,0.054172598
6_202,6,202,0.078257311,9,0.744011451,22.16792039,31.46153846,32.80473243,22879.23024,0.047880074
6_203,6,203,0.078689021,9,0.626481821,22.31443523,31.46153846,20.53787289,14418.541,0.030086104
6_204,6,204,0.077704606,9,0.676395193,21.98034152,31.46153846,25.74745552,17805.27593,0.037208864
6_205,6,205,0.064598243,7,0.795926272,17.53226305,16.23076923,38.22321134,10876.87789,0.022637509
6_211,6,211,0.143154752,11,0.609054049,44.19301696,46.69230769,18.71889299,38625.94797,0.080997544
6_212,6,212,0.063317099,11,0.916332609,17.09746433,46.69230769,50.79031998,40546.93157,0.085037631
6_213,6,213,0.087400644,13,0.836036948,25.27101336,61.92307692,42.40966225,66365.13758,0.139336798
6_214,6,214,0.063906628,11.66666667,0.856338405,17.29754052,51.76923077,44.52857578,39874.46539,0.083623344
6_221,6,221,0.074309286,12,0.787033907,20.82802703,54.30769231,37.29509308,42185.30339,0.088483348
6_222,6,222,0.068956542,12,0.864417188,19.01139635,54.30769231,45.37177847,46844.77613,0.098282847
6_231,6,231,0.070414823,11.5,0.866751554,19.50631223,50.5,45.61542207,44934.32761,0.094264916
6_232,6,232,0.07664519,11.5,0.475494713,21.62079346,50.5,4.778973138,5217.922154,0.010735963
6_241,6,241,0.050534145,10,0.660385162,12.75914544,39.07692308,24.07644882,12004.23195,0.025008487
6_242,6,242,0.050284467,10,0.462073327,12.67440893,39.07692308,3.378149709,1673.119525,0.003280765
7_5,7,5,0.075838423,9.4,0.70894314,21.34699054,34.50769231,29.14456566,21468.91824,0.044913998
7_9,7,9,0.074299999,8.592592593,0.871394757,20.82487524,28.35897436,46.10004463,27225.4003,0.057020656
7_10,7,10,0.071131604,8.142857143,0.859340732,19.74957565,24.93406593,44.84193614,22081.83844,0.046203052
7_11,7,11,0.071327285,7.307692308,0.961843966,19.81598643,18.5739645,55.54045337,20442.2986,0.042754878
7_13,7,13,0.077797195,8.518518519,0.987676824,22.01176474,27.79487179,58.23669296,35630.03449,0.074696734
7_14,7,14,0.106724461,8.838709677,1.140166892,31.82919073,30.23325062,74.15246035,71356.90521,0.149835158
7_15,7,15,0.076253344,8.638888889,0.876436375,21.48780762,28.71153846,46.62625084,28765.9729,0.060260687
7_16,7,16,0.083960687,8.357142857,0.998614679,24.10354983,26.56593407,59.37830413,38021.90635,0.079727163
7_18,7,18,0.077892292,7.857142857,0.998176993,22.04403904,22.75824176,59.33262172,29766.20148,0.062364303
7_20,7,20,0.09034685,8.235294118,1.022633351,26.27090574,25.63800905,61.88519258,41681.76392,0.087424337
7_22,7,22,0.089305249,7.826086957,0.961178241,25.91740411,22.52173913,55.47097007,32378.68338,0.067858704
7_24,7,24,0.09633163,8.585365854,1.122901436,28.30203929,28.30393996,72.35042187,57956.97258,0.121653294
7_28,7,28,0.072774116,8.392857143,1.151938166,20.30701645,26.83791209,75.38105753,41082.51973,0.086164045
7_31,7,31,0.075740726,8.368421053,0.952714305,21.31383386,26.65182186,54.58756799,31008.60465,0.064977244
7_33,7,33,0.084233228,8.566666667,0.886394442,24.19604572,28.16153846,47.6655991,32479.2378,0.068070184
7_122,7,122,0.080104663,9,0.878526739,22.79488028,31.46153846,46.84442733,33595.04331,0.070416873
7_134,7,134,0.08159845,8.857142857,0.823689574,23.30184665,30.37362637,41.12093616,29103.81891,0.060971223
7_135,7,135,0.10036197,9,0.857693094,29.66986859,31.46153846,44.66996806,41697.61552,0.087457675
7_136,7,136,0.072960115,8,0.97657838,20.37014133,23.84615385,57.07832086,27725.76719,0.058072995
7_141,7,141,0.064688206,8.5,0.665118671,17.56279507,27.65384615,24.57049691,11933.37026,0.024859455
7_142,7,142,0.099717467,9,0.897839617,29.45113512,31.46153846,48.86016047,45272.75077,0.094976666
7_143,7,143,0.07541478,9.333333333,0.890692211,21.20321315,34,48.11416793,34685.94857,0.072711194
7_145,7,145,0.064559647,8.5,0.927070711,17.51916414,27.65384615,51.91108236,25149.4799,0.052654715
7_151,7,151,0.072996692,8.6,0.853393979,20.3825548,28.41538462,44.22125873,25611.98612,0.053627428
7_152,7,152,0.098657258,9.5,0.778435554,29.09131809,35.26923077,36.3976616,37345.03491,0.078303611
7_155,7,155,0.066571115,10,0.696605741,18.2018226,39.07692308,27.85688069,19813.79756,0.041433056
7_156,7,156,0.070725368,8.666666667,0.909482162,19.61170589,28.92307692,50.07532184,28404.26878,0.059499975
7_157,7,157,0.069517996,8.25,0.881979787,19.20194422,25.75,47.2048306,23340.43149,0.048850042
7_162,7,162,0.070942469,8.714285714,0.845770358,19.68538621,29.28571429,43.42556248,25034.86266,0.05241366
7_171,7,171,0.100978241,8.8,0.85441145,29.87902063,29.93846154,44.32745473,39652.32275,0.083156148
7_173,7,173,0.068050838,8.333333333,0.846353192,18.70401552,26.38461538,43.48639431,21460.45974,0.044896209
7_201,7,201,0.075156803,9.5,0.857252368,21.11566014,35.26923077,44.62396834,33232.94585,0.069655334
7_202,7,202,0.118289972,9,0.777947878,35.75433018,31.46153846,36.34676164,40885.97183,0.085750679
7_203,7,203,0.134294118,9,0.660418248,41.18586735,31.46153846,24.0799021,31202.0328,0.06538405
7_204,7,204,0.118888149,9,0.71033162,35.95734138,31.46153846,29.28948473,33134.41142,0.069448102
7_205,7,205,0.066598521,7,0.829862699,18.21112347,16.23076923,41.76524054,12344.99246,0.025725152
7_211,7,211,0.09666089,11,0.642990476,28.41378454,46.69230769,22.26092219,29533.68057,0.06187528
7_212,7,212,0.065606409,10,0.950269036,17.87441764,39.07692308,54.33234919,37949.90948,0.079575744
7_213,7,213,0.061101497,13,0.869973375,16.34552657,61.92307692,45.95169146,46510.70753,0.097580256
7_214,7,214,0.075850067,12.5,0.890274832,21.35094226,58.11538462,48.07060499,59646.88257,0.125207403
7_221,7,221,0.173095306,12.5,0.820970334,54.35433594,58.11538462,40.83712229,128997.2468,0.271060566
7_222,7,222,0.107171411,13,0.898353615,31.98087786,61.92307692,48.91380768,96866.6723,0.203485637
7_231,7,231,0.078786951,12.5,0.900687981,22.34767111,58.11538462,49.15745128,63842.92042,0.134032236
7_232,7,232,0.173006547,12.5,0.50943114,54.32421258,58.11538462,8.321002346,26270.00775,0.055011336
8_5,8,5,0.033876188,9.1,0.706949113,7.105715832,32.22307692,28.93644407,6625.520532,0.013696332
8_9,8,9,0.048161138,8.263157895,0.869400729,11.95378678,25.85020243,45.89192304,14180.96255,0.029586445
8_10,8,10,0.054146164,8.384615385,0.857346705,13.98500367,26.77514793,44.63381456,16713.15605,0.034911989
8_11,8,11,0.062471771,7.533333333,0.959849938,16.81057422,20.29230769,55.33233178,18875.26074,0.039459187
8_13,8,13,0.105197401,8.32,0.985682796,31.3109323,26.28307692,58.02857137,47754.47599,0.100196069
8_14,8,14,0.195341649,8.903225806,1.138172864,61.90436947,30.72456576,73.94433876,140641.0136,0.295548977
8_15,8,15,0.048179622,8.269230769,0.874442347,11.96005994,25.8964497,46.41812925,14376.76645,0.029998247
8_16,8,16,0.062483503,8.357142857,0.996620652,16.8145561,26.56593407,59.17018254,26430.98852,0.0553499
8_18,8,18,0.063346049,7.791666667,0.996182966,17.10728944,22.25961538,59.12450014,22514.70917,0.047113437
8_20,8,20,0.081217269,8.142857143,1.020639324,23.17248003,24.93406593,61.677071,35636.03373,0.074709351
8_22,8,22,0.080805849,7.916666667,0.959184214,23.03285104,23.21153846,55.26284848,29545.06106,0.061899215
8_24,8,24,0.106106397,8.529411765,1.120907409,31.6194302,27.87782805,72.14230029,63592.06977,0.133504663
8_28,8,28,0.064241413,8.535714286,1.149944139,17.41116092,27.92582418,75.17293594,36550.66149,0.076632937
8_31,8,31,0.075257035,8.1875,0.950720278,21.1496771,25.27403846,54.3794464,29067.86706,0.060895611
8_33,8,33,0.060646336,8.3,0.884400415,16.19105235,26.13076923,47.45747751,20078.53038,0.041989825
8_122,8,122,0.106357635,11,0.876532711,31.70469611,46.69230769,46.63630574,69038.77463,0.144959817
8_134,8,134,0.097878129,10,0.821695547,28.82689482,39.07692308,40.91281457,46086.90895,0.09668895
8_135,8,135,0.096781078,9,0.855699067,28.45457419,31.46153846,44.46184647,39803.3423,0.083473763
8_136,8,136,0.095935895,9,0.974584353,28.16773333,31.46153846,56.87019927,50398.38342,0.105756562
8_142,8,142,0.096265932,9,0.89584559,28.2797423,31.46153846,48.65203888,43286.89638,0.090800147
8_143,8,143,0.075393477,9,0.888698184,21.19598326,31.46153846,47.90604634,31946.54187,0.066949853
8_151,8,151,0.078545917,8.666666667,0.851399952,22.26586841,28.92307692,44.01313714,28344.34698,0.059373951
8_152,8,152,0.097197722,9.5,0.776441526,28.59597613,35.26923077,36.18954002,36499.25304,0.076524818
8_156,8,156,0.096570817,9,0.907488135,28.38321519,31.46153846,49.86720025,44530.39335,0.093415388
8_157,8,157,0.071755713,8,0.87998576,19.96138769,23.84615385,46.99670902,22370.54261,0.046810235
8_162,8,162,0.086129656,8.25,0.843776331,24.8396612,25.75,43.2174409,27642.79469,0.057898492
8_171,8,171,0.083711465,9.25,0.852417423,24.01896829,33.36538462,44.11933315,35357.3269,0.074123193
8_173,8,173,0.076076501,9,0.844359165,21.42779022,31.46153846,43.27827272,29176.10149,0.061123243
8_201,8,201,0.09506429,9,0.85525834,27.8719253,31.46153846,44.41584675,38947.97397,0.081674808
8_202,8,202,0.076647051,9,0.77595385,21.62142512,31.46153846,36.13864005,24583.06769,0.051463474
8_203,8,203,0.07678138,9,0.658424221,21.66701423,31.46153846,23.87178051,16272.85809,0.033985983
8_204,8,204,0.076234752,9,0.708337592,21.48149788,31.46153846,29.08136314,19654.37672,0.041097773
8_205,8,205,0.062991417,7,0.827868672,16.98693352,16.23076923,41.55711896,11457.75474,0.023859172
8_211,8,211,0.143177923,11,0.640996448,44.2008807,46.69230769,22.05280061,45513.47675,0.095482945
8_212,8,212,0.062783393,7,0.948275009,16.9163337,16.23076923,54.1242276,14860.62442,0.031015865
8_214,8,214,0.200939134,12,0.888280804,63.80406143,54.30769231,47.8624834,165845.9621,0.34855838
8_221,8,221,0.202501747,12,0.818976306,64.33438593,54.30769231,40.62900071,141951.7168,0.298305562
8_231,8,231,0.200328662,12,0.898693954,63.59687732,54.30769231,48.94932969,169061.1775,0.355320412
8_232,8,232,0.195639702,12,0.507437112,62.00552335,54.30769231,8.112880759,27319.12713,0.057217776
9_5,9,5,0.061987025,9.4,0.664275521,16.64605964,34.50769231,24.48249523,14063.16401,0.029338699
9_9,9,9,0.16467622,8.78125,0.826727137,51.49704001,29.79567308,41.4379742,63581.97049,0.133483423
9_10,9,10,0.070946566,8.8125,0.814673113,19.68677684,30.03365385,40.17986571,23756.98209,0.049726105
9_11,9,11,0.049738796,7.714285714,0.917176346,12.4892173,21.67032967,50.87838293,13770.00316,0.028722142
9_13,9,13,0.045832286,7.791666667,0.943009204,11.16341398,22.25961538,53.57462253,13312.93483,0.027760865
9_14,9,14,0.035401246,8.137931034,1.095499272,7.623294792,24.89655172,69.49038992,13188.84191,0.027499881
9_15,9,15,0.14484367,8.681818182,0.831768755,44.76620703,29.03846154,41.96418041,54550.99142,0.114490057
9_16,9,16,0.08700082,9,0.95394706,25.13531976,31.46153846,54.71623369,43269.3694,0.090763285
9_18,9,18,0.036931322,8.027027027,0.953509374,8.142576718,24.05197505,54.67055129,10706.95696,0.022280143
9_20,9,20,0.046280295,8.340909091,0.977965732,11.31546042,26.44230769,57.22312215,17121.5522,0.035770901
9_22,9,22,0.047589332,7.653846154,0.916510622,11.75972573,21.21005917,50.80889963,12672.9833,0.026414961
9_24,9,24,0.029457234,8.175,1.078233817,5.605997382,25.17884615,67.68835144,9554.383114,0.019856125
9_28,9,28,0.042431975,7.741935484,1.107270547,10.00940556,21.8808933,70.7189871,15488.50022,0.032336373
9_31,9,31,0.083881025,8.28,0.908046686,24.07651383,25.97846154,49.92549756,31226.94032,0.065436434
