Group,Br_MCR,NB_MCR,Species_code,Common_name
9_16,9,16,spotow,Spotted Towhee
9_16,9,16,wesblu,Western Bluebird
9_16,9,16,whcspa,White-crowned Sparrow
9_18,9,18,y00475,American Coot
9_18,9,18,amecro,American Crow
9_18,9,18,amegfi,American Goldfinch
9_18,9,18,amekes,American Kestrel
9_18,9,18,amerob,American Robin
9_18,9,18,baleag,Bald Eagle
9_18,9,18,bewwre,Bewick's Wren
9_18,9,18,brebla,Brewer's Blackbird
9_18,9,18,bnhcow,Brown-headed Cowbird
9_18,9,18,cangoo,Canada Goose
9_18,9,18,cedwax,Cedar Waxwing
9_18,9,18,commer,Common Merganser
9_18,9,18,coohaw,Cooper's Hawk
9_18,9,18,ferhaw,Ferruginous Hawk
9_18,9,18,gadwal,Gadwall
9_18,9,18,grbher3,Great Blue Heron
9_18,9,18,gnwtea,Green-winged Teal
9_18,9,18,hoomer,Hooded Merganser
9_18,9,18,mallar3,Mallard
9_18,9,18,moudov,Mourning Dove
9_18,9,18,norfli,Northern Flicker
9_18,9,18,norhar2,Northern Harrier
9_18,9,18,norpin,Northern Pintail
9_18,9,18,norsho,Northern Shoveler
9_18,9,18,pinsis,Pine Siskin
9_18,9,18,prafal,Prairie Falcon
9_18,9,18,redhea,Redhead
9_18,9,18,rethaw,Red-tailed Hawk
9_18,9,18,rewbla,Red-winged Blackbird
9_18,9,18,ribgul,Ring-billed Gull
9_18,9,18,rinduc,Ring-necked Duck
9_18,9,18,rudduc,Ruddy Duck
9_18,9,18,sancra,Sandhill Crane
9_18,9,18,sonspa,Song Sparrow
9_18,9,18,spotow,Spotted Towhee
9_18,9,18,wesblu,Western Bluebird
9_18,9,18,whcspa,White-crowned Sparrow
9_20,9,20,y00475,American Coot
9_20,9,20,amecro,American Crow
9_20,9,20,amegfi,American Goldfinch
9_20,9,20,amekes,American Kestrel
9_20,9,20,amerob,American Robin
9_20,9,20,amwpel,American White Pelican
9_20,9,20,bewwre,Bewick's Wren
9_20,9,20,brebla,Brewer's Blackbird
9_20,9,20,bnhcow,Brown-headed Cowbird
9_20,9,20,cangoo,Canada Goose
9_20,9,20,caster1,Caspian Tern
9_20,9,20,cedwax,Cedar Waxwing
9_20,9,20,cintea,Cinnamon Teal
9_20,9,20,coohaw,Cooper's Hawk
9_20,9,20,forter,Forster's Tern
9_20,9,20,gadwal,Gadwall
9_20,9,20,grycat,Gray Catbird
9_20,9,20,grbher3,Great Blue Heron
9_20,9,20,gnwtea,Green-winged Teal
9_20,9,20,hoomer,Hooded Merganser
9_20,9,20,mallar3,Mallard
9_20,9,20,moudov,Mourning Dove
9_20,9,20,norfli,Northern Flicker
9_20,9,20,norhar2,Northern Harrier
9_20,9,20,norpin,Northern Pintail
9_20,9,20,norsho,Northern Shoveler
9_20,9,20,osprey,Osprey
9_20,9,20,pinsis,Pine Siskin
9_20,9,20,prafal,Prairie Falcon
9_20,9,20,purfin,Purple Finch
9_20,9,20,redhea,Redhead
9_20,9,20,rethaw,Red-tailed Hawk
9_20,9,20,rewbla,Red-winged Blackbird
9_20,9,20,ribgul,Ring-billed Gull
9_20,9,20,rinduc,Ring-necked Duck
9_20,9,20,rudduc,Ruddy Duck
9_20,9,20,sancra,Sandhill Crane
9_20,9,20,snoplo5,Snowy Plover
9_20,9,20,sonspa,Song Sparrow
9_20,9,20,spotow,Spotted Towhee
9_20,9,20,treswa,Tree Swallow
9_20,9,20,turvul,Turkey Vulture
9_20,9,20,whcspa,White-crowned Sparrow
9_20,9,20,whfibi,White-faced Ibis
9_22,9,22,amecro,American Crow
9_22,9,22,amegfi,American Goldfinch
9_22,9,22,amekes,American Kestrel
9_22,9,22,amerob,American Robin
9_22,9,22,baleag,Bald Eagle
9_22,9,22,brebla,Brewer's Blackbird
9_22,9,22,bnhcow,Brown-headed Cowbird
9_22,9,22,cangoo,Canada Goose
9_22,9,22,cedwax,Cedar Waxwing
9_22,9,22,commer,Common Merganser
9_22,9,22,coohaw,Cooper's Hawk
9_22,9,22,gadwal,Gadwall
9_22,9,22,grbher3,Great Blue Heron
9_22,9,22,hoomer,Hooded Merganser
9_22,9,22,mallar3,Mallard
9_22,9,22,moudov,Mourning Dove
9_22,9,22,norfli,Northern Flicker
9_22,9,22,norhar2,Northern Harrier
9_22,9,22,prafal,Prairie Falcon
9_22,9,22,purfin,Purple Finch
9_22,9,22,rethaw,Red-tailed Hawk
9_22,9,22,rewbla,Red-winged Blackbird
9_22,9,22,ribgul,Ring-billed Gull
9_22,9,22,sancra,Sandhill Crane
9_22,9,22,sonspa,Song Sparrow
9_22,9,22,whcspa,White-crowned Sparrow
9_24,9,24,y00475,American Coot
9_24,9,24,amecro,American Crow
9_24,9,24,amegfi,American Goldfinch
9_24,9,24,amekes,American Kestrel
9_24,9,24,amerob,American Robin
9_24,9,24,amwpel,American White Pelican
9_24,9,24,baleag,Bald Eagle
9_24,9,24,brebla,Brewer's Blackbird
9_24,9,24,bnhcow,Brown-headed Cowbird
9_24,9,24,cangoo,Canada Goose
9_24,9,24,caster1,Caspian Tern
9_24,9,24,cedwax,Cedar Waxwing
9_24,9,24,coohaw,Cooper's Hawk
9_24,9,24,forter,Forster's Tern
9_24,9,24,gadwal,Gadwall
9_24,9,24,grycat,Gray Catbird
9_24,9,24,grbher3,Great Blue Heron
9_24,9,24,gnwtea,Green-winged Teal
9_24,9,24,hoomer,Hooded Merganser
9_24,9,24,mallar3,Mallard
9_24,9,24,moudov,Mourning Dove
9_24,9,24,norfli,Northern Flicker
9_24,9,24,norhar2,Northern Harrier
9_24,9,24,norpin,Northern Pintail
9_24,9,24,norsho,Northern Shoveler
9_24,9,24,osprey,Osprey
9_24,9,24,pinsis,Pine Siskin
9_24,9,24,purfin,Purple Finch
9_24,9,24,redhea,Redhead
9_24,9,24,rethaw,Red-tailed Hawk
9_24,9,24,rewbla,Red-winged Blackbird
9_24,9,24,ribgul,Ring-billed Gull
9_24,9,24,rinduc,Ring-necked Duck
9_24,9,24,rudduc,Ruddy Duck
9_24,9,24,sancra,Sandhill Crane
9_24,9,24,snoplo5,Snowy Plover
9_24,9,24,sonspa,Song Sparrow
9_24,9,24,treswa,Tree Swallow
9_24,9,24,turvul,Turkey Vulture
9_24,9,24,whcspa,White-crowned Sparrow
9_28,9,28,y00475,American Coot
9_28,9,28,amecro,American Crow
9_28,9,28,amegfi,American Goldfinch
9_28,9,28,amekes,American Kestrel
9_28,9,28,amerob,American Robin
9_28,9,28,baleag,Bald Eagle
9_28,9,28,bnhcow,Brown-headed Cowbird
9_28,9,28,cangoo,Canada Goose
9_28,9,28,cedwax,Cedar Waxwing
9_28,9,28,commer,Common Merganser
9_28,9,28,coohaw,Cooper's Hawk
9_28,9,28,evegro,Evening Grosbeak
9_28,9,28,gadwal,Gadwall
9_28,9,28,grycat,Gray Catbird
9_28,9,28,grbher3,Great Blue Heron
9_28,9,28,gnwtea,Green-winged Teal
9_28,9,28,hoomer,Hooded Merganser
9_28,9,28,mallar3,Mallard
9_28,9,28,moudov,Mourning Dove
9_28,9,28,norfli,Northern Flicker
9_28,9,28,norhar2,Northern Harrier
9_28,9,28,pinsis,Pine Siskin
9_28,9,28,purfin,Purple Finch
9_28,9,28,redhea,Redhead
9_28,9,28,rethaw,Red-tailed Hawk
9_28,9,28,rewbla,Red-winged Blackbird
9_28,9,28,ribgul,Ring-billed Gull
9_28,9,28,rinduc,Ring-necked Duck
9_28,9,28,rudduc,Ruddy Duck
9_28,9,28,sonspa,Song Sparrow
9_28,9,28,turvul,Turkey Vulture
9_31,9,31,y00475,American Coot
9_31,9,31,amegfi,American Goldfinch
9_31,9,31,amekes,American Kestrel
9_31,9,31,amerob,American Robin
9_31,9,31,amwpel,American White Pelican
9_31,9,31,baleag,Bald Eagle
9_31,9,31,bnhcow,Brown-headed Cowbird
9_31,9,31,caster1,Caspian Tern
9_31,9,31,cedwax,Cedar Waxwing
9_31,9,31,coohaw,Cooper's Hawk
9_31,9,31,forter,Forster's Tern
9_31,9,31,grycat,Gray Catbird
9_31,9,31,grbher3,Great Blue Heron
9_31,9,31,hoomer,Hooded Merganser
9_31,9,31,moudov,Mourning Dove
9_31,9,31,norhar2,Northern Harrier
9_31,9,31,osprey,Osprey
9_31,9,31,redhea,Redhead
9_31,9,31,ribgul,Ring-billed Gull
9_31,9,31,rinduc,Ring-necked Duck
9_31,9,31,rudduc,Ruddy Duck
9_31,9,31,sancra,Sandhill Crane
9_31,9,31,snoplo5,Snowy Plover
9_31,9,31,treswa,Tree Swallow
9_31,9,31,turvul,Turkey Vulture
9_33,9,33,y00475,American Coot
9_33,9,33,amekes,American Kestrel
9_33,9,33,amerob,American Robin
9_33,9,33,amwpel,American White Pelican
9_33,9,33,batpig1,Band-tailed Pigeon
9_33,9,33,bewwre,Bewick's Wren
9_33,9,33,brebla,Brewer's Blackbird
9_33,9,33,bnhcow,Brown-headed Cowbird
9_33,9,33,calgul,California Gull
9_33,9,33,caster1,Caspian Tern
9_33,9,33,cedwax,Cedar Waxwing
9_33,9,33,cintea,Cinnamon Teal
9_33,9,33,commer,Common Merganser
9_33,9,33,coohaw,Cooper's Hawk
9_33,9,33,ferhaw,Ferruginous Hawk
9_33,9,33,forter,Forster's Tern
9_33,9,33,gadwal,Gadwall
9_33,9,33,grbher3,Great Blue Heron
9_33,9,33,gnwtea,Green-winged Teal
9_33,9,33,moudov,Mourning Dove
9_33,9,33,norfli,Northern Flicker
9_33,9,33,norhar2,Northern Harrier
9_33,9,33,norpin,Northern Pintail
9_33,9,33,norsho,Northern Shoveler
9_33,9,33,osprey,Osprey
9_33,9,33,pinsis,Pine Siskin
9_33,9,33,prafal,Prairie Falcon
9_33,9,33,rethaw,Red-tailed Hawk
9_33,9,33,rewbla,Red-winged Blackbird
9_33,9,33,ribgul,Ring-billed Gull
9_33,9,33,rinduc,Ring-necked Duck
9_33,9,33,rudduc,Ruddy Duck
9_33,9,33,sancra,Sandhill Crane
9_33,9,33,snoplo5,Snowy Plover
9_33,9,33,sonspa,Song Sparrow
9_33,9,33,spotow,Spotted Towhee
9_33,9,33,swahaw,Swainson's Hawk
9_33,9,33,treswa,Tree Swallow
9_33,9,33,turvul,Turkey Vulture
9_33,9,33,wesblu,Western Bluebird
9_33,9,33,whcspa,White-crowned Sparrow
9_33,9,33,whfibi,White-faced Ibis
9_122,9,122,y00475,American Coot
9_122,9,122,amwpel,American White Pelican
9_122,9,122,bewwre,Bewick's Wren
9_122,9,122,bnhcow,Brown-headed Cowbird
9_122,9,122,cintea,Cinnamon Teal
9_122,9,122,grbher3,Great Blue Heron
9_122,9,122,norpin,Northern Pintail
9_122,9,122,norsho,Northern Shoveler
9_122,9,122,rudduc,Ruddy Duck
9_122,9,122,swahaw,Swainson's Hawk
9_122,9,122,treswa,Tree Swallow
9_122,9,122,whfibi,White-faced Ibis
9_134,9,134,y00475,American Coot
9_134,9,134,amwpel,American White Pelican
9_134,9,134,bewwre,Bewick's Wren
9_134,9,134,bnhcow,Brown-headed Cowbird
9_134,9,134,caster1,Caspian Tern
9_134,9,134,cintea,Cinnamon Teal
9_134,9,134,coohaw,Cooper's Hawk
9_134,9,134,gnwtea,Green-winged Teal
9_134,9,134,norpin,Northern Pintail
9_134,9,134,norsho,Northern Shoveler
9_134,9,134,rudduc,Ruddy Duck
9_134,9,134,spotow,Spotted Towhee
9_134,9,134,swahaw,Swainson's Hawk
9_134,9,134,treswa,Tree Swallow
9_134,9,134,turvul,Turkey Vulture
9_134,9,134,whfibi,White-faced Ibis
9_135,9,135,batpig1,Band-tailed Pigeon
9_136,9,136,batpig1,Band-tailed Pigeon
9_136,9,136,grycat,Gray Catbird
9_141,9,141,amwpel,American White Pelican
9_141,9,141,caster1,Caspian Tern
9_143,9,143,y00475,American Coot
9_143,9,143,amwpel,American White Pelican
9_143,9,143,bewwre,Bewick's Wren
9_143,9,143,caster1,Caspian Tern
9_143,9,143,cintea,Cinnamon Teal
9_143,9,143,coohaw,Cooper's Hawk
9_143,9,143,grbher3,Great Blue Heron
9_143,9,143,gnwtea,Green-winged Teal
9_143,9,143,moudov,Mourning Dove
9_143,9,143,norpin,Northern Pintail
9_143,9,143,rudduc,Ruddy Duck
9_143,9,143,snoplo5,Snowy Plover
9_143,9,143,turvul,Turkey Vulture
9_145,9,145,amwpel,American White Pelican
9_145,9,145,caster1,Caspian Tern
9_151,9,151,amwpel,American White Pelican
9_151,9,151,caster1,Caspian Tern
9_151,9,151,grycat,Gray Catbird
9_151,9,151,grbher3,Great Blue Heron
9_151,9,151,osprey,Osprey
9_151,9,151,treswa,Tree Swallow
9_151,9,151,turvul,Turkey Vulture
9_152,9,152,grycat,Gray Catbird
9_152,9,152,treswa,Tree Swallow
9_155,9,155,amwpel,American White Pelican
9_155,9,155,caster1,Caspian Tern
9_155,9,155,cintea,Cinnamon Teal
9_155,9,155,snoplo5,Snowy Plover
9_156,9,156,amwpel,American White Pelican
9_156,9,156,caster1,Caspian Tern
9_157,9,157,amwpel,American White Pelican
9_157,9,157,batpig1,Band-tailed Pigeon
9_157,9,157,caster1,Caspian Tern
9_157,9,157,grycat,Gray Catbird
9_157,9,157,grbher3,Great Blue Heron
9_157,9,157,osprey,Osprey
9_157,9,157,swahaw,Swainson's Hawk
9_157,9,157,turvul,Turkey Vulture
9_162,9,162,amekes,American Kestrel
9_162,9,162,amwpel,American White Pelican
9_162,9,162,caster1,Caspian Tern
9_162,9,162,grycat,Gray Catbird
9_162,9,162,grbher3,Great Blue Heron
9_162,9,162,osprey,Osprey
9_162,9,162,treswa,Tree Swallow
9_162,9,162,turvul,Turkey Vulture
9_171,9,171,batpig1,Band-tailed Pigeon
9_171,9,171,caster1,Caspian Tern
9_171,9,171,osprey,Osprey
9_171,9,171,turvul,Turkey Vulture
9_173,9,173,batpig1,Band-tailed Pigeon
9_173,9,173,osprey,Osprey
9_173,9,173,turvul,Turkey Vulture
9_181,9,181,amekes,American Kestrel
9_181,9,181,batpig1,Band-tailed Pigeon
9_181,9,181,cintea,Cinnamon Teal
9_181,9,181,turvul,Turkey Vulture
9_182,9,182,cintea,Cinnamon Teal
9_183,9,183,batpig1,Band-tailed Pigeon
9_184,9,184,cintea,Cinnamon Teal
9_184,9,184,snoplo5,Snowy Plover
9_184,9,184,turvul,Turkey Vulture
9_191,9,191,cintea,Cinnamon Teal
9_192,9,192,amekes,American Kestrel
9_201,9,201,amekes,American Kestrel
9_201,9,201,osprey,Osprey
9_201,9,201,turvul,Turkey Vulture
9_202,9,202,osprey,Osprey
9_202,9,202,turvul,Turkey Vulture
9_203,9,203,osprey,Osprey
9_203,9,203,turvul,Turkey Vulture
9_204,9,204,osprey,Osprey
9_204,9,204,turvul,Turkey Vulture
9_205,9,205,osprey,Osprey
9_205,9,205,turvul,Turkey Vulture
9_211,9,211,turvul,Turkey Vulture
9_212,9,212,amekes,American Kestrel
9_212,9,212,osprey,Osprey
9_212,9,212,turvul,Turkey Vulture
9_213,9,213,turvul,Turkey Vulture
9_214,9,214,amekes,American Kestrel
9_214,9,214,turvul,Turkey Vulture
9_214,9,214,whfibi,White-faced Ibis
9_221,9,221,amekes,American Kestrel
9_221,9,221,cintea,Cinnamon Teal
9_221,9,221,swahaw,Swainson's Hawk
9_221,9,221,turvul,Turkey Vulture
9_221,9,221,whfibi,White-faced Ibis
9_222,9,222,amekes,American Kestrel
9_222,9,222,swahaw,Swainson's Hawk
9_222,9,222,whfibi,White-faced Ibis
9_231,9,231,amekes,American Kestrel
9_231,9,231,swahaw,Swainson's Hawk
9_231,9,231,turvul,Turkey Vulture
9_231,9,231,whfibi,White-faced Ibis
9_232,9,232,amekes,American Kestrel
9_232,9,232,cintea,Cinnamon Teal
9_232,9,232,swahaw,Swainson's Hawk
9_232,9,232,whfibi,White-faced Ibis
9_241,9,241,amekes,American Kestrel
9_241,9,241,turvul,Turkey Vulture
9_241,9,241,whfibi,White-faced Ibis
9_242,9,242,amekes,American Kestrel
9_242,9,242,turvul,Turkey Vulture
10_5,10,5,amerob,American Robin
10_5,10,5,amewig,American Wigeon
10_5,10,5,baleag,Bald Eagle
10_5,10,5,bargol,Barrow's Goldeneye
10_5,10,5,brebla,Brewer's Blackbird
10_5,10,5,buffle,Bufflehead
10_5,10,5,calgul,California Gull
10_5,10,5,comloo,Common Loon
10_5,10,5,commer,Common Merganser
10_5,10,5,coohaw,Cooper's Hawk
10_5,10,5,evegro,Evening Grosbeak
10_5,10,5,gocspa,Golden-crowned Sparrow
10_5,10,5,grbher3,Great Blue Heron
10_5,10,5,gnwtea,Green-winged Teal
10_5,10,5,hoomer,Hooded Merganser
10_5,10,5,lessca,Lesser Scaup
10_5,10,5,mallar3,Mallard
10_5,10,5,norfli,Northern Flicker
10_5,10,5,pinsis,Pine Siskin
10_5,10,5,purfin,Purple Finch
10_5,10,5,rethaw,Red-tailed Hawk
10_5,10,5,rinduc,Ring-necked Duck
10_5,10,5,rudduc,Ruddy Duck
10_5,10,5,sonspa,Song Sparrow
10_5,10,5,spotow,Spotted Towhee
10_5,10,5,truswa,Trumpeter Swan
10_5,10,5,wesblu,Western Bluebird
10_9,10,9,y00475,American Coot
10_9,10,9,amegfi,American Goldfinch
10_9,10,9,amekes,American Kestrel
10_9,10,9,amerob,American Robin
10_9,10,9,amewig,American Wigeon
10_9,10,9,baleag,Bald Eagle
10_9,10,9,bargol,Barrow's Goldeneye
10_9,10,9,brebla,Brewer's Blackbird
10_9,10,9,buffle,Bufflehead
10_9,10,9,calgul,California Gull
10_9,10,9,cangoo,Canada Goose
10_9,10,9,commer,Common Merganser
10_9,10,9,coohaw,Cooper's Hawk
10_9,10,9,evegro,Evening Grosbeak
10_9,10,9,ferhaw,Ferruginous Hawk
10_9,10,9,gadwal,Gadwall
10_9,10,9,gocspa,Golden-crowned Sparrow
10_9,10,9,grbher3,Great Blue Heron
10_9,10,9,gnwtea,Green-winged Teal
10_9,10,9,hoomer,Hooded Merganser
10_9,10,9,lessca,Lesser Scaup
10_9,10,9,mallar3,Mallard
10_9,10,9,norfli,Northern Flicker
10_9,10,9,norhar2,Northern Harrier
10_9,10,9,pinsis,Pine Siskin
10_9,10,9,prafal,Prairie Falcon
10_9,10,9,rethaw,Red-tailed Hawk
10_9,10,9,rinduc,Ring-necked Duck
10_9,10,9,rudduc,Ruddy Duck
10_9,10,9,sonspa,Song Sparrow
10_9,10,9,spotow,Spotted Towhee
10_9,10,9,truswa,Trumpeter Swan
10_9,10,9,wesblu,Western Bluebird
10_9,10,9,whcspa,White-crowned Sparrow
10_10,10,10,amerob,American Robin
10_10,10,10,amewig,American Wigeon
10_10,10,10,baleag,Bald Eagle
10_10,10,10,bargol,Barrow's Goldeneye
10_10,10,10,buffle,Bufflehead
10_10,10,10,cangoo,Canada Goose
10_10,10,10,commer,Common Merganser
10_10,10,10,evegro,Evening Grosbeak
10_10,10,10,ferhaw,Ferruginous Hawk
10_10,10,10,hoomer,Hooded Merganser
10_10,10,10,mallar3,Mallard
10_10,10,10,norfli,Northern Flicker
10_10,10,10,norhar2,Northern Harrier
10_10,10,10,pinsis,Pine Siskin
10_10,10,10,prafal,Prairie Falcon
10_10,10,10,redhea,Redhead
10_10,10,10,rethaw,Red-tailed Hawk
10_10,10,10,rinduc,Ring-necked Duck
10_10,10,10,truswa,Trumpeter Swan
10_11,10,11,amecro,American Crow
10_11,10,11,amegfi,American Goldfinch
10_11,10,11,amerob,American Robin
10_11,10,11,baleag,Bald Eagle
10_11,10,11,cangoo,Canada Goose
10_11,10,11,cedwax,Cedar Waxwing
10_11,10,11,commer,Common Merganser
10_11,10,11,ferhaw,Ferruginous Hawk
10_11,10,11,mallar3,Mallard
10_11,10,11,norfli,Northern Flicker
10_11,10,11,norhar2,Northern Harrier
10_11,10,11,prafal,Prairie Falcon
10_11,10,11,purfin,Purple Finch
10_11,10,11,rethaw,Red-tailed Hawk
10_13,10,13,amecro,American Crow
10_13,10,13,amegfi,American Goldfinch
10_13,10,13,amekes,American Kestrel
10_13,10,13,amerob,American Robin
10_13,10,13,baleag,Bald Eagle
10_13,10,13,bnhcow,Brown-headed Cowbird
10_13,10,13,buffle,Bufflehead
10_13,10,13,cangoo,Canada Goose
10_13,10,13,cedwax,Cedar Waxwing
10_13,10,13,comloo,Common Loon
10_13,10,13,commer,Common Merganser
10_13,10,13,coohaw,Cooper's Hawk
10_13,10,13,evegro,Evening Grosbeak
10_13,10,13,grbher3,Great Blue Heron
10_13,10,13,hoomer,Hooded Merganser
10_13,10,13,lessca,Lesser Scaup
10_13,10,13,mallar3,Mallard
10_13,10,13,moudov,Mourning Dove
10_13,10,13,norfli,Northern Flicker
10_13,10,13,norhar2,Northern Harrier
10_13,10,13,pinsis,Pine Siskin
10_13,10,13,purfin,Purple Finch
10_13,10,13,redhea,Redhead
10_13,10,13,rethaw,Red-tailed Hawk
10_13,10,13,sancra,Sandhill Crane
10_13,10,13,sonspa,Song Sparrow
10_13,10,13,truswa,Trumpeter Swan
10_14,10,14,amecro,American Crow
10_14,10,14,amegfi,American Goldfinch
10_14,10,14,amerob,American Robin
10_14,10,14,baleag,Bald Eagle
10_14,10,14,bargol,Barrow's Goldeneye
10_14,10,14,bnhcow,Brown-headed Cowbird
10_14,10,14,buffle,Bufflehead
10_14,10,14,cangoo,Canada Goose
10_14,10,14,cedwax,Cedar Waxwing
10_14,10,14,comloo,Common Loon
10_14,10,14,commer,Common Merganser
10_14,10,14,coohaw,Cooper's Hawk
10_14,10,14,evegro,Evening Grosbeak
10_14,10,14,gadwal,Gadwall
10_14,10,14,grycat,Gray Catbird
10_14,10,14,grbher3,Great Blue Heron
10_14,10,14,gnwtea,Green-winged Teal
10_14,10,14,hoomer,Hooded Merganser
10_14,10,14,lessca,Lesser Scaup
10_14,10,14,moudov,Mourning Dove
10_14,10,14,norfli,Northern Flicker
10_14,10,14,norhar2,Northern Harrier
10_14,10,14,pinsis,Pine Siskin
10_14,10,14,purfin,Purple Finch
10_14,10,14,redhea,Redhead
10_14,10,14,rethaw,Red-tailed Hawk
10_14,10,14,rewbla,Red-winged Blackbird
10_14,10,14,rinduc,Ring-necked Duck
10_14,10,14,rudduc,Ruddy Duck
10_14,10,14,sonspa,Song Sparrow
10_15,10,15,y00475,American Coot
10_15,10,15,amecro,American Crow
10_15,10,15,amegfi,American Goldfinch
10_15,10,15,amekes,American Kestrel
10_15,10,15,amerob,American Robin
10_15,10,15,amwpel,American White Pelican
10_15,10,15,amewig,American Wigeon
10_15,10,15,brebla,Brewer's Blackbird
10_15,10,15,bnhcow,Brown-headed Cowbird
10_15,10,15,buffle,Bufflehead
10_15,10,15,calgul,California Gull
10_15,10,15,cedwax,Cedar Waxwing
10_15,10,15,cintea,Cinnamon Teal
10_15,10,15,comloo,Common Loon
10_15,10,15,commer,Common Merganser
10_15,10,15,coohaw,Cooper's Hawk
10_15,10,15,ferhaw,Ferruginous Hawk
10_15,10,15,gadwal,Gadwall
10_15,10,15,gocspa,Golden-crowned Sparrow
10_15,10,15,grbher3,Great Blue Heron
10_15,10,15,gnwtea,Green-winged Teal
10_15,10,15,hoomer,Hooded Merganser
10_15,10,15,lessca,Lesser Scaup
10_15,10,15,mallar3,Mallard
10_15,10,15,moudov,Mourning Dove
10_15,10,15,norfli,Northern Flicker
10_15,10,15,norhar2,Northern Harrier
10_15,10,15,pinsis,Pine Siskin
10_15,10,15,prafal,Prairie Falcon
10_15,10,15,purfin,Purple Finch
10_15,10,15,rethaw,Red-tailed Hawk
10_15,10,15,rewbla,Red-winged Blackbird
10_15,10,15,rinduc,Ring-necked Duck
10_15,10,15,rudduc,Ruddy Duck
10_15,10,15,sancra,Sandhill Crane
10_15,10,15,sonspa,Song Sparrow
10_15,10,15,spotow,Spotted Towhee
10_15,10,15,treswa,Tree Swallow
10_15,10,15,wesblu,Western Bluebird
10_15,10,15,whcspa,White-crowned Sparrow
10_16,10,16,amecro,American Crow
10_16,10,16,amerob,American Robin
10_16,10,16,baleag,Bald Eagle
10_16,10,16,calgul,California Gull
10_16,10,16,commer,Common Merganser
10_16,10,16,evegro,Evening Grosbeak
10_16,10,16,ferhaw,Ferruginous Hawk
10_16,10,16,norfli,Northern Flicker
10_16,10,16,norhar2,Northern Harrier
10_16,10,16,pinsis,Pine Siskin
10_16,10,16,prafal,Prairie Falcon
10_16,10,16,rethaw,Red-tailed Hawk
10_16,10,16,sancra,Sandhill Crane
10_16,10,16,sonspa,Song Sparrow
10_16,10,16,spotow,Spotted Towhee
10_16,10,16,truswa,Trumpeter Swan
10_16,10,16,wesblu,Western Bluebird
10_16,10,16,whcspa,White-crowned Sparrow
10_18,10,18,y00475,American Coot
10_18,10,18,amecro,American Crow
10_18,10,18,amegfi,American Goldfinch
10_18,10,18,amekes,American Kestrel
10_18,10,18,amerob,American Robin
10_18,10,18,amewig,American Wigeon
10_18,10,18,baleag,Bald Eagle
10_18,10,18,brebla,Brewer's Blackbird
10_18,10,18,bnhcow,Brown-headed Cowbird
10_18,10,18,cangoo,Canada Goose
10_18,10,18,cedwax,Cedar Waxwing
10_18,10,18,commer,Common Merganser
10_18,10,18,coohaw,Cooper's Hawk
10_18,10,18,ferhaw,Ferruginous Hawk
10_18,10,18,gadwal,Gadwall
10_18,10,18,grbher3,Great Blue Heron
10_18,10,18,gnwtea,Green-winged Teal
10_18,10,18,hoomer,Hooded Merganser
10_18,10,18,mallar3,Mallard
10_18,10,18,moudov,Mourning Dove
10_18,10,18,norfli,Northern Flicker
10_18,10,18,norhar2,Northern Harrier
10_18,10,18,pinsis,Pine Siskin
10_18,10,18,prafal,Prairie Falcon
10_18,10,18,redhea,Redhead
10_18,10,18,rethaw,Red-tailed Hawk
10_18,10,18,rewbla,Red-winged Blackbird
10_18,10,18,rinduc,Ring-necked Duck
10_18,10,18,rudduc,Ruddy Duck
10_18,10,18,sancra,Sandhill Crane
10_18,10,18,sonspa,Song Sparrow
10_18,10,18,spotow,Spotted Towhee
10_18,10,18,wesblu,Western Bluebird
10_18,10,18,whcspa,White-crowned Sparrow
10_20,10,20,y00475,American Coot
10_20,10,20,amecro,American Crow
10_20,10,20,amegfi,American Goldfinch
10_20,10,20,amekes,American Kestrel
10_20,10,20,amerob,American Robin
10_20,10,20,amwpel,American White Pelican
10_20,10,20,amewig,American Wigeon
10_20,10,20,brebla,Brewer's Blackbird
10_20,10,20,bnhcow,Brown-headed Cowbird
10_20,10,20,buffle,Bufflehead
10_20,10,20,cangoo,Canada Goose
10_20,10,20,cedwax,Cedar Waxwing
10_20,10,20,cintea,Cinnamon Teal
10_20,10,20,comloo,Common Loon
10_20,10,20,coohaw,Cooper's Hawk
10_20,10,20,gadwal,Gadwall
10_20,10,20,grycat,Gray Catbird
10_20,10,20,grbher3,Great Blue Heron
10_20,10,20,gnwtea,Green-winged Teal
10_20,10,20,hoomer,Hooded Merganser
10_20,10,20,lessca,Lesser Scaup
10_20,10,20,mallar3,Mallard
10_20,10,20,moudov,Mourning Dove
10_20,10,20,norfli,Northern Flicker
10_20,10,20,norhar2,Northern Harrier
10_20,10,20,osprey,Osprey
10_20,10,20,pinsis,Pine Siskin
10_20,10,20,prafal,Prairie Falcon
10_20,10,20,purfin,Purple Finch
10_20,10,20,redhea,Redhead
10_20,10,20,rethaw,Red-tailed Hawk
10_20,10,20,rewbla,Red-winged Blackbird
10_20,10,20,rinduc,Ring-necked Duck
10_20,10,20,rudduc,Ruddy Duck
10_20,10,20,sancra,Sandhill Crane
10_20,10,20,sonspa,Song Sparrow
10_20,10,20,spotow,Spotted Towhee
10_20,10,20,treswa,Tree Swallow
10_20,10,20,whcspa,White-crowned Sparrow
10_22,10,22,amecro,American Crow
10_22,10,22,amegfi,American Goldfinch
10_22,10,22,amekes,American Kestrel
