Group,Br_MCR,NB_MCR,Species_code,Common_name
14_13,14,13,bnhcow,Brown-headed Cowbird
14_13,14,13,cangoo,Canada Goose
14_13,14,13,cedwax,Cedar Waxwing
14_13,14,13,comgra,Common Grackle
14_13,14,13,comloo,Common Loon
14_13,14,13,commer,Common Merganser
14_13,14,13,coohaw,Cooper's Hawk
14_13,14,13,easblu,Eastern Bluebird
14_13,14,13,evegro,Evening Grosbeak
14_13,14,13,fiespa,Field Sparrow
14_13,14,13,grbher3,Great Blue Heron
14_13,14,13,hergul,Herring Gull
14_13,14,13,hoomer,Hooded Merganser
14_13,14,13,mallar3,Mallard
14_13,14,13,merlin,Merlin
14_13,14,13,moudov,Mourning Dove
14_13,14,13,norfli,Northern Flicker
14_13,14,13,pinsis,Pine Siskin
14_13,14,13,purfin,Purple Finch
14_13,14,13,reshaw,Red-shouldered Hawk
14_13,14,13,rethaw,Red-tailed Hawk
14_13,14,13,ribgul,Ring-billed Gull
14_13,14,13,sonspa,Song Sparrow
14_14,14,14,ambduc,American Black Duck
14_14,14,14,amecro,American Crow
14_14,14,14,amegfi,American Goldfinch
14_14,14,14,ameoys,American Oystercatcher
14_14,14,14,amerob,American Robin
14_14,14,14,amewoo,American Woodcock
14_14,14,14,baleag,Bald Eagle
14_14,14,14,blksco2,Black Scoter
14_14,14,14,blujay,Blue Jay
14_14,14,14,brnthr,Brown Thrasher
14_14,14,14,bnhcow,Brown-headed Cowbird
14_14,14,14,cangoo,Canada Goose
14_14,14,14,cedwax,Cedar Waxwing
14_14,14,14,comeid,Common Eider
14_14,14,14,comgra,Common Grackle
14_14,14,14,comloo,Common Loon
14_14,14,14,commer,Common Merganser
14_14,14,14,coohaw,Cooper's Hawk
14_14,14,14,easblu,Eastern Bluebird
14_14,14,14,eastow,Eastern Towhee
14_14,14,14,evegro,Evening Grosbeak
14_14,14,14,fiespa,Field Sparrow
14_14,14,14,forter,Forster's Tern
14_14,14,14,grycat,Gray Catbird
14_14,14,14,grbher3,Great Blue Heron
14_14,14,14,hergul,Herring Gull
14_14,14,14,hoomer,Hooded Merganser
14_14,14,14,merlin,Merlin
14_14,14,14,moudov,Mourning Dove
14_14,14,14,norfli,Northern Flicker
14_14,14,14,pinsis,Pine Siskin
14_14,14,14,purfin,Purple Finch
14_14,14,14,reshaw,Red-shouldered Hawk
14_14,14,14,rethaw,Red-tailed Hawk
14_14,14,14,rewbla,Red-winged Blackbird
14_14,14,14,ribgul,Ring-billed Gull
14_14,14,14,rinduc,Ring-necked Duck
14_14,14,14,sonspa,Song Sparrow
14_14,14,14,sursco,Surf Scoter
14_14,14,14,wooduc,Wood Duck
14_15,14,15,amecro,American Crow
14_15,14,15,amegfi,American Goldfinch
14_15,14,15,amerob,American Robin
14_15,14,15,brnpel,Brown Pelican
14_15,14,15,bnhcow,Brown-headed Cowbird
14_15,14,15,cedwax,Cedar Waxwing
14_15,14,15,comloo,Common Loon
14_15,14,15,commer,Common Merganser
14_15,14,15,coohaw,Cooper's Hawk
14_15,14,15,forter,Forster's Tern
14_15,14,15,grbher3,Great Blue Heron
14_15,14,15,hergul,Herring Gull
14_15,14,15,hoomer,Hooded Merganser
14_15,14,15,mallar3,Mallard
14_15,14,15,merlin,Merlin
14_15,14,15,moudov,Mourning Dove
14_15,14,15,norfli,Northern Flicker
14_15,14,15,pinsis,Pine Siskin
14_15,14,15,purfin,Purple Finch
14_15,14,15,reshaw,Red-shouldered Hawk
14_15,14,15,rethaw,Red-tailed Hawk
14_15,14,15,rewbla,Red-winged Blackbird
14_15,14,15,ribgul,Ring-billed Gull
14_15,14,15,rinduc,Ring-necked Duck
14_15,14,15,royter1,Royal Tern
14_15,14,15,sonspa,Song Sparrow
14_15,14,15,sursco,Surf Scoter
14_15,14,15,treswa,Tree Swallow
14_15,14,15,wooduc,Wood Duck
14_16,14,16,amecro,American Crow
14_16,14,16,amerob,American Robin
14_16,14,16,baleag,Bald Eagle
14_16,14,16,commer,Common Merganser
14_16,14,16,evegro,Evening Grosbeak
14_16,14,16,merlin,Merlin
14_16,14,16,norfli,Northern Flicker
14_16,14,16,pinsis,Pine Siskin
14_16,14,16,rethaw,Red-tailed Hawk
14_16,14,16,sonspa,Song Sparrow
14_18,14,18,amecro,American Crow
14_18,14,18,amegfi,American Goldfinch
14_18,14,18,amerob,American Robin
14_18,14,18,baleag,Bald Eagle
14_18,14,18,blujay,Blue Jay
14_18,14,18,brnthr,Brown Thrasher
14_18,14,18,bnhcow,Brown-headed Cowbird
14_18,14,18,cangoo,Canada Goose
14_18,14,18,cedwax,Cedar Waxwing
14_18,14,18,commer,Common Merganser
14_18,14,18,coohaw,Cooper's Hawk
14_18,14,18,easblu,Eastern Bluebird
14_18,14,18,fiespa,Field Sparrow
14_18,14,18,grbher3,Great Blue Heron
14_18,14,18,hoomer,Hooded Merganser
14_18,14,18,mallar3,Mallard
14_18,14,18,merlin,Merlin
14_18,14,18,moudov,Mourning Dove
14_18,14,18,norfli,Northern Flicker
14_18,14,18,pinsis,Pine Siskin
14_18,14,18,rethaw,Red-tailed Hawk
14_18,14,18,rewbla,Red-winged Blackbird
14_18,14,18,ribgul,Ring-billed Gull
14_18,14,18,rinduc,Ring-necked Duck
14_18,14,18,sonspa,Song Sparrow
14_20,14,20,amecro,American Crow
14_20,14,20,amegfi,American Goldfinch
14_20,14,20,ameoys,American Oystercatcher
14_20,14,20,amerob,American Robin
14_20,14,20,amewoo,American Woodcock
14_20,14,20,blkski,Black Skimmer
14_20,14,20,blujay,Blue Jay
14_20,14,20,brnpel,Brown Pelican
14_20,14,20,brnthr,Brown Thrasher
14_20,14,20,bnhcow,Brown-headed Cowbird
14_20,14,20,cangoo,Canada Goose
14_20,14,20,caster1,Caspian Tern
14_20,14,20,cedwax,Cedar Waxwing
14_20,14,20,comgra,Common Grackle
14_20,14,20,comloo,Common Loon
14_20,14,20,coohaw,Cooper's Hawk
14_20,14,20,easblu,Eastern Bluebird
14_20,14,20,eastow,Eastern Towhee
14_20,14,20,fiespa,Field Sparrow
14_20,14,20,forter,Forster's Tern
14_20,14,20,grycat,Gray Catbird
14_20,14,20,grbher3,Great Blue Heron
14_20,14,20,hergul,Herring Gull
14_20,14,20,hoomer,Hooded Merganser
14_20,14,20,laugul,Laughing Gull
14_20,14,20,mallar3,Mallard
14_20,14,20,merlin,Merlin
14_20,14,20,moudov,Mourning Dove
14_20,14,20,norfli,Northern Flicker
14_20,14,20,osprey,Osprey
14_20,14,20,pinsis,Pine Siskin
14_20,14,20,pipplo,Piping Plover
14_20,14,20,purfin,Purple Finch
14_20,14,20,reshaw,Red-shouldered Hawk
14_20,14,20,rethaw,Red-tailed Hawk
14_20,14,20,rewbla,Red-winged Blackbird
14_20,14,20,ribgul,Ring-billed Gull
14_20,14,20,rinduc,Ring-necked Duck
14_20,14,20,royter1,Royal Tern
14_20,14,20,sonspa,Song Sparrow
14_20,14,20,treswa,Tree Swallow
14_20,14,20,wooduc,Wood Duck
14_22,14,22,ambduc,American Black Duck
14_22,14,22,amecro,American Crow
14_22,14,22,amegfi,American Goldfinch
14_22,14,22,amerob,American Robin
14_22,14,22,baleag,Bald Eagle
14_22,14,22,blujay,Blue Jay
14_22,14,22,bnhcow,Brown-headed Cowbird
14_22,14,22,cangoo,Canada Goose
14_22,14,22,cedwax,Cedar Waxwing
14_22,14,22,comgra,Common Grackle
14_22,14,22,commer,Common Merganser
14_22,14,22,coohaw,Cooper's Hawk
14_22,14,22,easblu,Eastern Bluebird
14_22,14,22,eastow,Eastern Towhee
14_22,14,22,fiespa,Field Sparrow
14_22,14,22,grbher3,Great Blue Heron
14_22,14,22,hergul,Herring Gull
14_22,14,22,hoomer,Hooded Merganser
14_22,14,22,mallar3,Mallard
14_22,14,22,merlin,Merlin
14_22,14,22,moudov,Mourning Dove
14_22,14,22,norfli,Northern Flicker
14_22,14,22,purfin,Purple Finch
14_22,14,22,reshaw,Red-shouldered Hawk
14_22,14,22,rethaw,Red-tailed Hawk
14_22,14,22,rewbla,Red-winged Blackbird
14_22,14,22,ribgul,Ring-billed Gull
14_22,14,22,sonspa,Song Sparrow
14_24,14,24,ambduc,American Black Duck
14_24,14,24,amecro,American Crow
14_24,14,24,amegfi,American Goldfinch
14_24,14,24,ameoys,American Oystercatcher
14_24,14,24,amerob,American Robin
14_24,14,24,amewoo,American Woodcock
14_24,14,24,baleag,Bald Eagle
14_24,14,24,blksco2,Black Scoter
14_24,14,24,blkski,Black Skimmer
14_24,14,24,blujay,Blue Jay
14_24,14,24,brnpel,Brown Pelican
14_24,14,24,brnthr,Brown Thrasher
14_24,14,24,bnhcow,Brown-headed Cowbird
14_24,14,24,cangoo,Canada Goose
14_24,14,24,caster1,Caspian Tern
14_24,14,24,cedwax,Cedar Waxwing
14_24,14,24,comgra,Common Grackle
14_24,14,24,comloo,Common Loon
14_24,14,24,coohaw,Cooper's Hawk
14_24,14,24,easblu,Eastern Bluebird
14_24,14,24,eastow,Eastern Towhee
14_24,14,24,fiespa,Field Sparrow
14_24,14,24,forter,Forster's Tern
14_24,14,24,grycat,Gray Catbird
14_24,14,24,grbher3,Great Blue Heron
14_24,14,24,hergul,Herring Gull
14_24,14,24,hoomer,Hooded Merganser
14_24,14,24,laugul,Laughing Gull
14_24,14,24,mallar3,Mallard
14_24,14,24,merlin,Merlin
14_24,14,24,moudov,Mourning Dove
14_24,14,24,norfli,Northern Flicker
14_24,14,24,osprey,Osprey
14_24,14,24,ovenbi1,Ovenbird
14_24,14,24,pinsis,Pine Siskin
14_24,14,24,pipplo,Piping Plover
14_24,14,24,purfin,Purple Finch
14_24,14,24,reshaw,Red-shouldered Hawk
14_24,14,24,rethaw,Red-tailed Hawk
14_24,14,24,rewbla,Red-winged Blackbird
14_24,14,24,ribgul,Ring-billed Gull
14_24,14,24,rinduc,Ring-necked Duck
14_24,14,24,royter1,Royal Tern
14_24,14,24,sonspa,Song Sparrow
14_24,14,24,sursco,Surf Scoter
14_24,14,24,treswa,Tree Swallow
14_24,14,24,wooduc,Wood Duck
14_28,14,28,ambduc,American Black Duck
14_28,14,28,amecro,American Crow
14_28,14,28,amegfi,American Goldfinch
14_28,14,28,amerob,American Robin
14_28,14,28,amewoo,American Woodcock
14_28,14,28,baleag,Bald Eagle
14_28,14,28,blksco2,Black Scoter
14_28,14,28,blujay,Blue Jay
14_28,14,28,brnthr,Brown Thrasher
14_28,14,28,bnhcow,Brown-headed Cowbird
14_28,14,28,cangoo,Canada Goose
14_28,14,28,cedwax,Cedar Waxwing
14_28,14,28,comgra,Common Grackle
14_28,14,28,comloo,Common Loon
14_28,14,28,commer,Common Merganser
14_28,14,28,coohaw,Cooper's Hawk
14_28,14,28,easblu,Eastern Bluebird
14_28,14,28,eastow,Eastern Towhee
14_28,14,28,evegro,Evening Grosbeak
14_28,14,28,fiespa,Field Sparrow
14_28,14,28,grycat,Gray Catbird
14_28,14,28,grbher3,Great Blue Heron
14_28,14,28,hergul,Herring Gull
14_28,14,28,hoomer,Hooded Merganser
14_28,14,28,mallar3,Mallard
14_28,14,28,merlin,Merlin
14_28,14,28,moudov,Mourning Dove
14_28,14,28,norfli,Northern Flicker
14_28,14,28,pinsis,Pine Siskin
14_28,14,28,purfin,Purple Finch
14_28,14,28,reshaw,Red-shouldered Hawk
14_28,14,28,rethaw,Red-tailed Hawk
14_28,14,28,rewbla,Red-winged Blackbird
14_28,14,28,ribgul,Ring-billed Gull
14_28,14,28,rinduc,Ring-necked Duck
14_28,14,28,sonspa,Song Sparrow
14_28,14,28,wooduc,Wood Duck
14_31,14,31,amegfi,American Goldfinch
14_31,14,31,ameoys,American Oystercatcher
14_31,14,31,amerob,American Robin
14_31,14,31,amewoo,American Woodcock
14_31,14,31,baleag,Bald Eagle
14_31,14,31,blkski,Black Skimmer
14_31,14,31,blujay,Blue Jay
14_31,14,31,brnpel,Brown Pelican
14_31,14,31,brnthr,Brown Thrasher
14_31,14,31,bnhcow,Brown-headed Cowbird
14_31,14,31,caster1,Caspian Tern
14_31,14,31,cedwax,Cedar Waxwing
14_31,14,31,comloo,Common Loon
14_31,14,31,coohaw,Cooper's Hawk
14_31,14,31,easblu,Eastern Bluebird
14_31,14,31,eastow,Eastern Towhee
14_31,14,31,forter,Forster's Tern
14_31,14,31,grycat,Gray Catbird
14_31,14,31,grbher3,Great Blue Heron
14_31,14,31,hoomer,Hooded Merganser
14_31,14,31,laugul,Laughing Gull
14_31,14,31,merlin,Merlin
14_31,14,31,moudov,Mourning Dove
14_31,14,31,osprey,Osprey
14_31,14,31,ovenbi1,Ovenbird
14_31,14,31,pipplo,Piping Plover
14_31,14,31,reshaw,Red-shouldered Hawk
14_31,14,31,ribgul,Ring-billed Gull
14_31,14,31,rinduc,Ring-necked Duck
14_31,14,31,royter1,Royal Tern
14_31,14,31,treswa,Tree Swallow
14_31,14,31,wooduc,Wood Duck
14_33,14,33,ameoys,American Oystercatcher
14_33,14,33,amerob,American Robin
14_33,14,33,brnpel,Brown Pelican
14_33,14,33,bnhcow,Brown-headed Cowbird
14_33,14,33,caster1,Caspian Tern
14_33,14,33,cedwax,Cedar Waxwing
14_33,14,33,comloo,Common Loon
14_33,14,33,commer,Common Merganser
14_33,14,33,coohaw,Cooper's Hawk
14_33,14,33,easblu,Eastern Bluebird
14_33,14,33,forter,Forster's Tern
14_33,14,33,grbher3,Great Blue Heron
14_33,14,33,laugul,Laughing Gull
14_33,14,33,merlin,Merlin
14_33,14,33,moudov,Mourning Dove
14_33,14,33,norfli,Northern Flicker
14_33,14,33,osprey,Osprey
14_33,14,33,pinsis,Pine Siskin
14_33,14,33,rethaw,Red-tailed Hawk
14_33,14,33,rewbla,Red-winged Blackbird
14_33,14,33,ribgul,Ring-billed Gull
14_33,14,33,rinduc,Ring-necked Duck
14_33,14,33,royter1,Royal Tern
14_33,14,33,sonspa,Song Sparrow
14_33,14,33,sursco,Surf Scoter
14_33,14,33,treswa,Tree Swallow
14_122,14,122,bnhcow,Brown-headed Cowbird
14_122,14,122,grbher3,Great Blue Heron
14_122,14,122,treswa,Tree Swallow
14_134,14,134,bnhcow,Brown-headed Cowbird
14_134,14,134,caster1,Caspian Tern
14_134,14,134,coohaw,Cooper's Hawk
14_134,14,134,treswa,Tree Swallow
14_135,14,135,ovenbi1,Ovenbird
14_136,14,136,grycat,Gray Catbird
14_136,14,136,ovenbi1,Ovenbird
14_136,14,136,woothr,Wood Thrush
14_141,14,141,caster1,Caspian Tern
14_142,14,142,brnpel,Brown Pelican
14_142,14,142,ovenbi1,Ovenbird
14_143,14,143,brnpel,Brown Pelican
14_143,14,143,caster1,Caspian Tern
14_143,14,143,coohaw,Cooper's Hawk
14_143,14,143,grbher3,Great Blue Heron
14_143,14,143,merlin,Merlin
14_143,14,143,moudov,Mourning Dove
14_145,14,145,brnpel,Brown Pelican
14_145,14,145,caster1,Caspian Tern
14_145,14,145,laugul,Laughing Gull
14_145,14,145,royter1,Royal Tern
14_151,14,151,brnpel,Brown Pelican
14_151,14,151,caster1,Caspian Tern
14_151,14,151,grycat,Gray Catbird
14_151,14,151,grbher3,Great Blue Heron
14_151,14,151,laugul,Laughing Gull
14_151,14,151,osprey,Osprey
14_151,14,151,ovenbi1,Ovenbird
14_151,14,151,royter1,Royal Tern
14_151,14,151,treswa,Tree Swallow
14_151,14,151,woothr,Wood Thrush
14_152,14,152,brnpel,Brown Pelican
14_152,14,152,grycat,Gray Catbird
14_152,14,152,ovenbi1,Ovenbird
14_152,14,152,royter1,Royal Tern
14_152,14,152,treswa,Tree Swallow
14_152,14,152,woothr,Wood Thrush
14_155,14,155,caster1,Caspian Tern
14_156,14,156,brnpel,Brown Pelican
14_156,14,156,caster1,Caspian Tern
14_156,14,156,ovenbi1,Ovenbird
14_156,14,156,royter1,Royal Tern
14_157,14,157,blkski,Black Skimmer
14_157,14,157,brnpel,Brown Pelican
14_157,14,157,caster1,Caspian Tern
14_157,14,157,grycat,Gray Catbird
14_157,14,157,grbher3,Great Blue Heron
14_157,14,157,laugul,Laughing Gull
14_157,14,157,osprey,Osprey
14_157,14,157,ovenbi1,Ovenbird
14_157,14,157,prowar,Prothonotary Warbler
14_157,14,157,royter1,Royal Tern
14_157,14,157,woothr,Wood Thrush
14_161,14,161,pipplo,Piping Plover
14_161,14,161,royter1,Royal Tern
14_162,14,162,brnpel,Brown Pelican
14_162,14,162,caster1,Caspian Tern
14_162,14,162,grycat,Gray Catbird
14_162,14,162,grbher3,Great Blue Heron
14_162,14,162,laugul,Laughing Gull
14_162,14,162,merlin,Merlin
14_162,14,162,osprey,Osprey
14_162,14,162,ovenbi1,Ovenbird
14_162,14,162,royter1,Royal Tern
14_162,14,162,treswa,Tree Swallow
14_171,14,171,ameoys,American Oystercatcher
14_171,14,171,blkski,Black Skimmer
14_171,14,171,bkpwar,Blackpoll Warbler
14_171,14,171,brnpel,Brown Pelican
14_171,14,171,caster1,Caspian Tern
14_171,14,171,comter,Common Tern
14_171,14,171,laugul,Laughing Gull
14_171,14,171,merlin,Merlin
14_171,14,171,osprey,Osprey
14_171,14,171,prowar,Prothonotary Warbler
14_171,14,171,royter1,Royal Tern
14_173,14,173,bkpwar,Blackpoll Warbler
14_173,14,173,osprey,Osprey
14_173,14,173,prowar,Prothonotary Warbler
14_184,14,184,ameoys,American Oystercatcher
14_184,14,184,blkski,Black Skimmer
14_184,14,184,royter1,Royal Tern
14_191,14,191,ameoys,American Oystercatcher
14_191,14,191,blkski,Black Skimmer
14_192,14,192,ameoys,American Oystercatcher
14_192,14,192,blkski,Black Skimmer
14_201,14,201,blkski,Black Skimmer
14_201,14,201,bkpwar,Blackpoll Warbler
14_201,14,201,osprey,Osprey
14_201,14,201,prowar,Prothonotary Warbler
14_202,14,202,blkski,Black Skimmer
14_202,14,202,bkpwar,Blackpoll Warbler
14_202,14,202,osprey,Osprey
14_203,14,203,blkski,Black Skimmer
14_203,14,203,bkpwar,Blackpoll Warbler
14_203,14,203,osprey,Osprey
14_204,14,204,blkski,Black Skimmer
14_204,14,204,bkpwar,Blackpoll Warbler
14_204,14,204,laugul,Laughing Gull
14_204,14,204,osprey,Osprey
14_204,14,204,royter1,Royal Tern
14_205,14,205,blkski,Black Skimmer
14_205,14,205,osprey,Osprey
14_211,14,211,bkpwar,Blackpoll Warbler
14_212,14,212,blkski,Black Skimmer
14_212,14,212,boboli,Bobolink
14_212,14,212,osprey,Osprey
14_214,14,214,ameoys,American Oystercatcher
14_214,14,214,comter,Common Tern
14_221,14,221,ameoys,American Oystercatcher
14_221,14,221,blkski,Black Skimmer
14_221,14,221,boboli,Bobolink
14_221,14,221,comter,Common Tern
14_222,14,222,boboli,Bobolink
14_231,14,231,ameoys,American Oystercatcher
14_231,14,231,blkski,Black Skimmer
14_231,14,231,comter,Common Tern
14_232,14,232,ameoys,American Oystercatcher
14_232,14,232,blkski,Black Skimmer
14_232,14,232,comter,Common Tern
14_241,14,241,ameoys,American Oystercatcher
14_242,14,242,ameoys,American Oystercatcher
15_5,15,5,batpig1,Band-tailed Pigeon
15_5,15,5,bewwre,Bewick's Wren
15_5,15,5,brebla,Brewer's Blackbird
15_5,15,5,calgul,California Gull
15_5,15,5,coohaw,Cooper's Hawk
15_5,15,5,evegro,Evening Grosbeak
15_5,15,5,grbher3,Great Blue Heron
15_5,15,5,mallar3,Mallard
15_5,15,5,norfli,Northern Flicker
15_5,15,5,purfin,Purple Finch
15_5,15,5,rethaw,Red-tailed Hawk
15_5,15,5,rudduc,Ruddy Duck
15_5,15,5,snoplo5,Snowy Plover
15_5,15,5,sonspa,Song Sparrow
15_5,15,5,spotow,Spotted Towhee
15_5,15,5,wesblu,Western Bluebird
15_9,15,9,y00475,American Coot
15_9,15,9,amekes,American Kestrel
15_9,15,9,bewwre,Bewick's Wren
15_9,15,9,brebla,Brewer's Blackbird
15_9,15,9,calgul,California Gull
15_9,15,9,coohaw,Cooper's Hawk
15_9,15,9,evegro,Evening Grosbeak
15_9,15,9,gadwal,Gadwall
15_9,15,9,grbher3,Great Blue Heron
15_9,15,9,mallar3,Mallard
15_9,15,9,norfli,Northern Flicker
15_9,15,9,norhar2,Northern Harrier
15_9,15,9,prafal,Prairie Falcon
15_9,15,9,rethaw,Red-tailed Hawk
15_9,15,9,rudduc,Ruddy Duck
15_9,15,9,sonspa,Song Sparrow
15_9,15,9,spotow,Spotted Towhee
15_9,15,9,wesblu,Western Bluebird
15_10,15,10,evegro,Evening Grosbeak
15_10,15,10,mallar3,Mallard
15_10,15,10,norfli,Northern Flicker
15_10,15,10,norhar2,Northern Harrier
15_10,15,10,prafal,Prairie Falcon
15_10,15,10,rethaw,Red-tailed Hawk
15_11,15,11,amecro,American Crow
15_11,15,11,mallar3,Mallard
15_11,15,11,norfli,Northern Flicker
15_11,15,11,norhar2,Northern Harrier
15_11,15,11,prafal,Prairie Falcon
15_11,15,11,purfin,Purple Finch
15_11,15,11,rethaw,Red-tailed Hawk
15_13,15,13,amecro,American Crow
15_13,15,13,amekes,American Kestrel
15_13,15,13,bnhcow,Brown-headed Cowbird
15_13,15,13,coohaw,Cooper's Hawk
15_13,15,13,evegro,Evening Grosbeak
15_13,15,13,grbher3,Great Blue Heron
15_13,15,13,mallar3,Mallard
15_13,15,13,moudov,Mourning Dove
15_13,15,13,norfli,Northern Flicker
15_13,15,13,norhar2,Northern Harrier
15_13,15,13,purfin,Purple Finch
15_13,15,13,reshaw,Red-shouldered Hawk
15_13,15,13,rethaw,Red-tailed Hawk
15_13,15,13,sonspa,Song Sparrow
15_14,15,14,amecro,American Crow
15_14,15,14,bnhcow,Brown-headed Cowbird
15_14,15,14,coohaw,Cooper's Hawk
15_14,15,14,evegro,Evening Grosbeak
15_14,15,14,forter,Forster's Tern
15_14,15,14,gadwal,Gadwall
15_14,15,14,grbher3,Great Blue Heron
15_14,15,14,moudov,Mourning Dove
15_14,15,14,norfli,Northern Flicker
15_14,15,14,norhar2,Northern Harrier
15_14,15,14,normoc,Northern Mockingbird
15_14,15,14,purfin,Purple Finch
15_14,15,14,reshaw,Red-shouldered Hawk
15_14,15,14,rethaw,Red-tailed Hawk
15_14,15,14,rewbla,Red-winged Blackbird
15_14,15,14,rudduc,Ruddy Duck
15_14,15,14,sonspa,Song Sparrow
15_14,15,14,wooduc,Wood Duck
15_15,15,15,y00475,American Coot
15_15,15,15,amecro,American Crow
15_15,15,15,amekes,American Kestrel
15_15,15,15,amwpel,American White Pelican
15_15,15,15,batpig1,Band-tailed Pigeon
15_15,15,15,bewwre,Bewick's Wren
15_15,15,15,bcnher,Black-crowned Night-Heron
15_15,15,15,brebla,Brewer's Blackbird
15_15,15,15,brnpel,Brown Pelican
15_15,15,15,bnhcow,Brown-headed Cowbird
15_15,15,15,calgul,California Gull
15_15,15,15,cintea,Cinnamon Teal
15_15,15,15,coohaw,Cooper's Hawk
15_15,15,15,forter,Forster's Tern
15_15,15,15,gadwal,Gadwall
15_15,15,15,grbher3,Great Blue Heron
15_15,15,15,mallar3,Mallard
15_15,15,15,moudov,Mourning Dove
15_15,15,15,norfli,Northern Flicker
15_15,15,15,norhar2,Northern Harrier
15_15,15,15,normoc,Northern Mockingbird
15_15,15,15,prafal,Prairie Falcon
15_15,15,15,purfin,Purple Finch
15_15,15,15,reshaw,Red-shouldered Hawk
15_15,15,15,rethaw,Red-tailed Hawk
15_15,15,15,rewbla,Red-winged Blackbird
15_15,15,15,rudduc,Ruddy Duck
15_15,15,15,snoplo5,Snowy Plover
15_15,15,15,sonspa,Song Sparrow
15_15,15,15,spotow,Spotted Towhee
15_15,15,15,treswa,Tree Swallow
15_15,15,15,turvul,Turkey Vulture
15_15,15,15,wesblu,Western Bluebird
15_15,15,15,whfibi,White-faced Ibis
15_15,15,15,wooduc,Wood Duck
15_16,15,16,amecro,American Crow
15_16,15,16,bewwre,Bewick's Wren
15_16,15,16,calgul,California Gull
15_16,15,16,evegro,Evening Grosbeak
15_16,15,16,norfli,Northern Flicker
15_16,15,16,norhar2,Northern Harrier
15_16,15,16,prafal,Prairie Falcon
15_16,15,16,rethaw,Red-tailed Hawk
15_16,15,16,sonspa,Song Sparrow
15_16,15,16,spotow,Spotted Towhee
15_16,15,16,wesblu,Western Bluebird
15_18,15,18,y00475,American Coot
15_18,15,18,amecro,American Crow
15_18,15,18,amekes,American Kestrel
15_18,15,18,bewwre,Bewick's Wren
15_18,15,18,brebla,Brewer's Blackbird
15_18,15,18,bnhcow,Brown-headed Cowbird
15_18,15,18,coohaw,Cooper's Hawk
15_18,15,18,gadwal,Gadwall
15_18,15,18,grbher3,Great Blue Heron
15_18,15,18,mallar3,Mallard
15_18,15,18,moudov,Mourning Dove
15_18,15,18,norfli,Northern Flicker
15_18,15,18,norhar2,Northern Harrier
15_18,15,18,normoc,Northern Mockingbird
15_18,15,18,prafal,Prairie Falcon
15_18,15,18,rethaw,Red-tailed Hawk
15_18,15,18,rewbla,Red-winged Blackbird
15_18,15,18,rudduc,Ruddy Duck
15_18,15,18,sonspa,Song Sparrow
15_18,15,18,spotow,Spotted Towhee
15_18,15,18,wesblu,Western Bluebird
15_20,15,20,y00475,American Coot
15_20,15,20,amecro,American Crow
15_20,15,20,amekes,American Kestrel
15_20,15,20,amwpel,American White Pelican
15_20,15,20,bewwre,Bewick's Wren
15_20,15,20,bcnher,Black-crowned Night-Heron
15_20,15,20,brebla,Brewer's Blackbird
15_20,15,20,brnpel,Brown Pelican
15_20,15,20,bnhcow,Brown-headed Cowbird
15_20,15,20,caster1,Caspian Tern
15_20,15,20,cintea,Cinnamon Teal
15_20,15,20,coohaw,Cooper's Hawk
15_20,15,20,forter,Forster's Tern
15_20,15,20,gadwal,Gadwall
15_20,15,20,grbher3,Great Blue Heron
15_20,15,20,mallar3,Mallard
15_20,15,20,moudov,Mourning Dove
15_20,15,20,norfli,Northern Flicker
15_20,15,20,norhar2,Northern Harrier
15_20,15,20,normoc,Northern Mockingbird
15_20,15,20,osprey,Osprey
15_20,15,20,prafal,Prairie Falcon
15_20,15,20,purfin,Purple Finch
15_20,15,20,reshaw,Red-shouldered Hawk
15_20,15,20,rethaw,Red-tailed Hawk
15_20,15,20,rewbla,Red-winged Blackbird
15_20,15,20,rudduc,Ruddy Duck
15_20,15,20,snoplo5,Snowy Plover
15_20,15,20,sonspa,Song Sparrow
15_20,15,20,spotow,Spotted Towhee
15_20,15,20,treswa,Tree Swallow
15_20,15,20,turvul,Turkey Vulture
15_20,15,20,whfibi,White-faced Ibis
15_20,15,20,wooduc,Wood Duck
15_22,15,22,amecro,American Crow
15_22,15,22,amekes,American Kestrel
15_22,15,22,brebla,Brewer's Blackbird
15_22,15,22,bnhcow,Brown-headed Cowbird
15_22,15,22,coohaw,Cooper's Hawk
15_22,15,22,gadwal,Gadwall
15_22,15,22,grbher3,Great Blue Heron
15_22,15,22,mallar3,Mallard
15_22,15,22,moudov,Mourning Dove
15_22,15,22,norfli,Northern Flicker
15_22,15,22,norhar2,Northern Harrier
15_22,15,22,normoc,Northern Mockingbird
15_22,15,22,prafal,Prairie Falcon
15_22,15,22,purfin,Purple Finch
15_22,15,22,reshaw,Red-shouldered Hawk
15_22,15,22,rethaw,Red-tailed Hawk
15_22,15,22,rewbla,Red-winged Blackbird
15_22,15,22,sonspa,Song Sparrow
15_24,15,24,y00475,American Coot
15_24,15,24,amecro,American Crow
15_24,15,24,amekes,American Kestrel
15_24,15,24,amwpel,American White Pelican
15_24,15,24,brebla,Brewer's Blackbird
15_24,15,24,brnpel,Brown Pelican
15_24,15,24,bnhcow,Brown-headed Cowbird
15_24,15,24,caster1,Caspian Tern
15_24,15,24,coohaw,Cooper's Hawk
15_24,15,24,forter,Forster's Tern
15_24,15,24,gadwal,Gadwall
