dataset_key,duplicate_keys,zotero_keys,data_source,study_code,tech_type,species_code,species,bird_id,age,sex,date_time,year,yday,week,week_date,season,x_coord,y_coord,grid_id,outlier
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17762,,,9/20/2013,2013,263,38,1000-09-22,fall,-63.38497,44.64854,6992765,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17767,,,9/20/2013,2013,263,38,1000-09-22,fall,-60.96824,45.31955,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17768,,,9/20/2013,2013,263,38,1000-09-22,fall,-63.38497,44.64854,6992765,dst;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17771,,,9/20/2013,2013,263,38,1000-09-22,fall,-63.7937,44.4744,7000963,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17772,,,9/20/2013,2013,263,38,1000-09-22,fall,-60.9681,45.3197,6947682,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17772,,,9/20/2013,2013,263,38,1000-09-22,fall,-60.96809,45.31988,6947682,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17774,,,9/20/2013,2013,263,38,1000-09-22,fall,-62.55985,44.80572,6980471,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17774,,,9/20/2013,2013,263,38,1000-09-22,fall,-62.92378,44.72801,6984569,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17775,,,9/20/2013,2013,263,38,1000-09-22,fall,-61.45481,45.16746,6955879,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17781,,,9/20/2013,2013,263,38,1000-09-22,fall,-60.96824,45.31955,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17786,,,9/20/2013,2013,263,38,1000-09-22,fall,-60.9681,45.3197,6947682,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17786,,,9/20/2013,2013,263,38,1000-09-22,fall,-60.96793,45.3202,6947682,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17763,,,9/21/2013,2013,264,38,1000-09-22,fall,-61.45481,45.16746,6955879,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17763,,,9/21/2013,2013,264,38,1000-09-22,fall,-61.5423,45.0999,6959978,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17763,,,9/21/2013,2013,264,38,1000-09-22,fall,-62.71641,45.19725,6964069,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17763,,,9/21/2013,2013,264,38,1000-09-22,fall,-62.34769,44.91418,6976373,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17763,,,9/21/2013,2013,264,38,1000-09-22,fall,-62.55985,44.80572,6980471,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17771,,,9/21/2013,2013,264,38,1000-09-22,fall,-64.84074,43.82906,7037857,dst;ocn
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17774,,,9/21/2013,2013,264,38,1000-09-22,fall,-63.7937,44.4744,7000963,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17786,,,9/21/2013,2013,264,38,1000-09-22,fall,-60.96824,45.31955,6947682,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17772,,,9/23/2013,2013,266,39,1000-09-29,fall,-60.96824,45.31955,6947682,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17776,,,9/23/2013,2013,266,39,1000-09-29,fall,-60.96824,45.31955,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17777,,,9/23/2013,2013,266,39,1000-09-29,fall,-62.71641,45.19725,6964069,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17779,,,9/23/2013,2013,266,39,1000-09-29,fall,-60.96824,45.31955,6947682,
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17781,,,9/23/2013,2013,266,39,1000-09-29,fall,-61.5423,45.0999,6959978,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17781,,,9/23/2013,2013,266,39,1000-09-29,fall,-61.49858,45.13369,6959978,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17781,,,9/23/2013,2013,266,39,1000-09-29,fall,-61.45481,45.16746,6955879,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17763,,,9/24/2013,2013,267,39,1000-09-29,fall,-62.71641,45.19725,6964069,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17776,,,9/24/2013,2013,267,39,1000-09-29,fall,-61.45481,45.16746,6955879,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17776,,,9/24/2013,2013,267,39,1000-09-29,fall,-61.5423,45.0999,6959978,ddd;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17777,,,9/24/2013,2013,267,39,1000-09-29,fall,-62.34769,44.91418,6976373,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17781,,,9/24/2013,2013,267,39,1000-09-29,fall,-60.96824,45.31955,6947682,ang;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17787,,,9/24/2013,2013,267,39,1000-09-29,fall,-61.45481,45.16746,6955879,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17766,,,9/25/2013,2013,268,39,1000-09-29,fall,-62.34769,44.91418,6976373,dst;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17775,,,9/25/2013,2013,268,39,1000-09-29,fall,-62.71641,45.19725,6964069,ang
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17776,,,9/25/2013,2013,268,39,1000-09-29,fall,-62.71641,45.19725,6964069,dst;nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17778,,,9/25/2013,2013,268,39,1000-09-29,fall,-60.9681,45.3197,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17778,,,9/25/2013,2013,268,39,1000-09-29,fall,-60.96793,45.3202,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17778,,,9/25/2013,2013,268,39,1000-09-29,fall,-60.96809,45.31988,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17780,,,9/25/2013,2013,268,39,1000-09-29,fall,-60.9681,45.3197,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17780,,,9/25/2013,2013,268,39,1000-09-29,fall,-60.96809,45.31988,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17783,,,9/25/2013,2013,268,39,1000-09-29,fall,-60.9681,45.3197,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17783,,,9/25/2013,2013,268,39,1000-09-29,fall,-60.96824,45.31955,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17783,,,9/25/2013,2013,268,39,1000-09-29,fall,-60.96809,45.31988,6947682,nmg
mts_birds-canada_rtl_bkpwar,,YWCQ9TPD;36I3ALAV;S324946M;DZCGC5I2,mts,birds-canada-86,rtl,bkpwar,Blackpoll Warbler,17787,,,9/25/2013,2013,268,39,1000-09-29,fall,-61.5423,45.0999,6959978,nmg
